Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,ASAS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
D2,09/03/18,Dresden,Heidenheim,3,2,H,2,1,H,11,11,3,4,15,17,5,5,0,3,0,0
D2,10/03/18,Bochum,Holstein Kiel,1,1,D,1,0,H,6,12,4,3,13,16,3,10,3,1,0,0
D2,10/03/18,Darmstadt,Ingolstadt,1,1,D,0,1,A,9,10,2,2,15,18,6,2,3,4,0,0
D2,10/03/18,Greuther Furth,Kaiserslautern,2,1,H,1,1,D,18,10,6,1,10,19,8,8,2,2,0,0
D2,10/03/18,St Pauli,Braunschweig,0,0,D,0,0,D,12,16,6,2,8,21,6,4,2,2,0,0
D2,11/03/18,Duisburg,Fortuna Dusseldorf,1,2,A,0,1,A,17,13,4,4,21,15,6,5,4,0,0,0
D2,11/03/18,Regensburg,Sandhausen,2,1,H,1,0,H,7,11,4,2,15,18,4,3,0,2,0,0
D2,11/03/18,Union Berlin,Erzgebirge Aue,0,0,D,0,0,D,16,13,4,6,7,20,6,1,1,3,0,0
D2,16/03/18,Fortuna Dusseldorf,Bielefeld,4,2,H,1,1,D,16,12,9,3,11,15,12,5,2,0,0,0
D2,16/03/18,Holstein Kiel,Heidenheim,2,1,H,2,0,H,7,7,5,2,17,17,2,6,2,4,0,0
D2,17/03/18,Kaiserslautern,St Pauli,1,1,D,0,0,D,13,13,4,5,8,8,6,6,0,3,1,0
D2,17/03/18,Sandhausen,Bochum,2,3,A,2,1,H,15,13,5,6,24,11,6,3,4,1,0,0
D2,17/03/18,Union Berlin,Regensburg,2,2,D,1,0,H,21,11,4,5,13,14,8,4,0,3,0,0
D2,18/03/18,Braunschweig,Duisburg,3,2,H,3,0,H,14,17,6,5,15,11,3,6,1,1,0,0
D2,18/03/18,Ingolstadt,Dresden,4,2,H,2,0,H,16,7,8,3,14,13,9,5,0,0,0,0
D2,18/03/18,Nurnberg,Darmstadt,1,1,D,0,1,A,25,6,3,3,6,11,16,4,1,2,0,0
D2,19/03/18,Erzgebirge Aue,Greuther Furth,2,1,H,2,0,H,14,15,6,4,11,14,3,1,0,1,0,0
D2,31/03/18,Dresden,Nurnberg,1,1,D,1,0,H,12,7,1,5,15,13,4,2,2,5,0,0
D2,31/03/18,Duisburg,Kaiserslautern,1,4,A,0,1,A,18,18,4,10,13,14,5,5,2,4,0,0
D2,31/03/18,Heidenheim,Ingolstadt,1,2,A,0,0,D,10,14,2,5,14,16,4,2,0,2,0,0
D2,01/04/18,Bielefeld,Holstein Kiel,1,1,D,1,1,D,15,14,6,5,15,10,3,3,4,1,0,0
D2,01/04/18,Bochum,Braunschweig,2,0,H,1,0,H,21,9,7,1,6,20,4,1,2,2,0,0
D2,01/04/18,Greuther Furth,Union Berlin,2,1,H,1,0,H,12,17,2,2,12,12,5,6,1,1,0,0
D2,01/04/18,Regensburg,Erzgebirge Aue,1,3,A,0,2,A,14,9,3,6,21,21,2,3,4,3,0,0
D2,01/04/18,St Pauli,Sandhausen,1,1,D,1,0,H,10,19,3,6,13,19,2,6,2,2,0,0
D2,02/04/18,Darmstadt,Fortuna Dusseldorf,1,0,H,1,0,H,9,18,2,7,13,9,3,10,6,2,1,0
D2,06/04/18,Fortuna Dusseldorf,Bochum,1,2,A,0,0,D,18,11,5,4,15,20,5,7,3,4,1,1
D2,06/04/18,Sandhausen,Greuther Furth,0,0,D,0,0,D,15,9,3,1,18,16,8,0,1,1,0,0
D2,07/04/18,Erzgebirge Aue,St Pauli,2,1,H,1,1,D,12,11,3,2,14,11,8,0,2,4,0,0
D2,07/04/18,Holstein Kiel,Darmstadt,0,0,D,0,0,D,8,7,4,2,13,8,7,5,3,1,0,0
D2,07/04/18,Nurnberg,Heidenheim,3,2,H,3,1,H,20,16,6,7,10,18,10,7,2,3,0,0
D2,07/04/18,Union Berlin,Duisburg,0,0,D,0,0,D,12,4,3,0,18,20,4,1,1,0,0,0
D2,08/04/18,Braunschweig,Dresden,1,1,D,1,1,D,10,18,4,4,10,12,2,6,2,0,0,0
D2,08/04/18,Ingolstadt,Bielefeld,2,2,D,0,0,D,7,9,2,5,10,10,5,3,0,0,0,0
D2,08/04/18,Kaiserslautern,Regensburg,1,1,D,0,1,A,10,21,5,6,16,14,3,9,3,2,0,0
D2,13/04/18,Bochum,Kaiserslautern,3,2,H,2,1,H,19,15,5,2,8,16,6,4,2,2,0,0
D2,13/04/18,Greuther Furth,Regensburg,1,2,A,0,0,D,17,15,4,7,13,12,5,7,2,3,0,0
D2,14/04/18,Bielefeld,Erzgebirge Aue,2,0,H,1,0,H,16,12,4,3,14,12,3,11,3,1,0,0
D2,14/04/18,Dresden,Holstein Kiel,0,4,A,0,1,A,16,6,5,4,9,14,4,4,3,1,0,0
D2,14/04/18,Duisburg,Sandhausen,0,2,A,0,1,A,21,11,11,4,12,20,7,5,0,5,0,0
D2,14/04/18,St Pauli,Union Berlin,0,1,A,0,0,D,9,11,5,2,11,15,3,5,2,4,0,1
D2,15/04/18,Darmstadt,Braunschweig,1,1,D,0,1,A,18,6,8,3,15,13,9,1,1,2,0,0
D2,15/04/18,Heidenheim,Fortuna Dusseldorf,3,1,H,1,0,H,13,19,3,7,14,12,10,6,3,1,0,0
D2,15/04/18,Ingolstadt,Nurnberg,1,1,D,0,0,D,9,11,4,6,14,13,11,4,2,1,0,0
D2,20/04/18,Braunschweig,Bielefeld,0,0,D,0,0,D,10,18,5,3,12,7,8,8,1,1,0,0
D2,20/04/18,Greuther Furth,Bochum,1,1,D,1,0,H,15,12,4,4,11,14,3,8,3,1,0,0
D2,21/04/18,Regensburg,St Pauli,3,1,H,2,0,H,14,8,6,5,12,9,6,3,4,3,0,2
D2,21/04/18,Sandhausen,Darmstadt,1,1,D,1,0,H,10,16,4,2,15,10,9,5,4,2,0,0
D2,21/04/18,Union Berlin,Heidenheim,1,1,D,0,0,D,11,9,5,2,11,21,5,7,1,1,0,0
D2,22/04/18,Erzgebirge Aue,Duisburg,1,3,A,0,0,D,11,14,2,5,18,12,4,8,2,2,0,0
D2,22/04/18,Fortuna Dusseldorf,Ingolstadt,3,0,H,2,0,H,15,6,7,3,11,17,7,5,1,0,0,0
D2,22/04/18,Kaiserslautern,Dresden,0,1,A,0,0,D,12,21,1,6,12,8,5,5,3,3,0,1
D2,23/04/18,Holstein Kiel,Nurnberg,1,3,A,1,2,A,16,16,5,6,18,13,6,6,1,2,0,0
D2,27/04/18,Bielefeld,Kaiserslautern,3,2,H,0,1,A,28,18,9,8,9,11,7,6,1,1,0,1
D2,27/04/18,Bochum,Erzgebirge Aue,2,1,H,1,1,D,12,8,4,4,14,18,2,1,1,2,0,1
D2,28/04/18,Darmstadt,Union Berlin,3,1,H,3,0,H,10,15,3,5,12,13,6,4,0,3,0,0
D2,28/04/18,Dresden,Fortuna Dusseldorf,1,2,A,0,1,A,10,17,2,5,16,10,6,10,3,1,0,0
D2,28/04/18,St Pauli,Greuther Furth,3,0,H,2,0,H,12,15,5,3,15,11,4,5,2,1,0,0
D2,29/04/18,Duisburg,Regensburg,4,1,H,0,0,D,17,9,7,1,16,17,4,3,4,2,0,0
D2,29/04/18,Heidenheim,Sandhausen,2,0,H,2,0,H,9,9,3,1,13,8,2,1,0,1,0,0
D2,29/04/18,Ingolstadt,Holstein Kiel,1,5,A,1,1,D,14,7,4,5,12,15,11,1,3,1,0,0
D2,30/04/18,Nurnberg,Braunschweig,2,0,H,1,0,H,20,6,10,1,9,15,6,3,1,2,0,0
D2,06/05/18,Braunschweig,Ingolstadt,0,2,A,0,0,D,12,12,5,5,7,21,3,4,3,0,0,0
D2,06/05/18,Erzgebirge Aue,Dresden,0,0,D,0,0,D,7,5,2,1,17,15,2,5,2,3,0,0
D2,06/05/18,Fortuna Dusseldorf,Holstein Kiel,1,1,D,0,0,D,12,17,5,4,11,16,4,13,1,0,0,0
D2,06/05/18,Greuther Furth,Duisburg,2,2,D,1,0,H,15,14,4,6,12,10,6,4,1,1,0,0
D2,06/05/18,Kaiserslautern,Heidenheim,1,0,H,0,0,D,10,21,3,7,18,12,2,2,3,2,0,0
D2,06/05/18,Regensburg,Darmstadt,0,3,A,0,1,A,24,7,4,5,10,14,4,3,1,1,0,0
D2,06/05/18,Sandhausen,Nurnberg,0,2,A,0,1,A,7,11,3,8,16,14,10,2,3,3,0,0
D2,06/05/18,St Pauli,Bielefeld,1,0,H,1,0,H,9,14,5,1,13,9,7,6,0,1,0,0
D2,06/05/18,Union Berlin,Bochum,3,1,H,1,0,H,25,10,7,1,15,8,8,9,3,3,0,0
D2,13/05/18,Bielefeld,Sandhausen,0,0,D,0,0,D,18,8,6,1,15,10,7,4,3,4,0,1
D2,13/05/18,Bochum,Regensburg,1,1,D,0,0,D,14,20,3,5,15,17,4,9,4,4,0,0
D2,13/05/18,Darmstadt,Erzgebirge Aue,1,0,H,0,0,D,9,14,3,3,10,13,1,13,1,2,0,0
D2,13/05/18,Dresden,Union Berlin,0,1,A,0,0,D,14,11,4,4,7,7,5,8,0,1,0,0
D2,13/05/18,Duisburg,St Pauli,2,0,H,1,0,H,13,11,4,3,13,15,4,5,2,2,0,0
D2,13/05/18,Heidenheim,Greuther Furth,1,1,D,0,0,D,16,8,4,4,11,14,7,6,1,4,0,0
D2,13/05/18,Holstein Kiel,Braunschweig,6,2,H,4,2,H,20,14,8,7,20,9,4,5,0,1,0,0
D2,13/05/18,Ingolstadt,Kaiserslautern,1,3,A,0,2,A,16,8,4,4,13,11,4,3,0,0,0,0
D2,13/05/18,Nurnberg,Fortuna Dusseldorf,2,3,A,2,1,H,13,11,4,6,14,12,3,5,2,2,0,0
D2,03/08/2018,Hamburg,Holstein Kiel,0,3,A,0,0,D,14,16,3,8,11,11,4,10,1,3,0,0
D2,04/08/2018,Bochum,FC Koln,0,2,A,0,1,A,14,15,2,5,17,19,6,1,3,2,0,1
D2,04/08/2018,Greuther Furth,Sandhausen,3,1,H,0,0,D,16,10,5,5,19,11,6,8,1,1,0,0
D2,04/08/2018,Regensburg,Ingolstadt,2,1,H,1,1,D,13,13,9,3,23,20,5,9,1,3,0,0
D2,05/08/2018,Darmstadt,Paderborn,1,0,H,0,0,D,7,7,2,1,14,21,8,3,3,4,0,0
D2,05/08/2018,Heidenheim,Bielefeld,1,1,D,1,1,D,14,16,5,8,8,11,7,2,1,1,0,0
D2,05/08/2018,Magdeburg,St Pauli,1,2,A,1,1,D,6,5,2,4,8,11,3,4,0,1,0,0
D2,05/08/2018,Union Berlin,Erzgebirge Aue,1,0,H,0,0,D,17,6,3,1,20,18,5,2,2,3,0,0
D2,06/08/2018,Dresden,Duisburg,1,0,H,1,0,H,20,12,3,3,11,15,3,3,0,3,0,0
D2,10/08/2018,Ingolstadt,Greuther Furth,1,1,D,0,0,D,28,12,5,7,13,14,18,6,1,3,0,0
D2,10/08/2018,Paderborn,Regensburg,2,0,H,1,0,H,14,13,5,3,16,16,12,12,1,4,0,0
D2,10/08/2018,St Pauli,Darmstadt,2,0,H,0,0,D,16,18,3,3,13,13,2,1,3,3,0,0
D2,11/08/2018,Bielefeld,Dresden,2,1,H,2,0,H,16,12,5,4,17,18,4,2,1,3,0,0
D2,11/08/2018,Duisburg,Bochum,0,2,A,0,0,D,28,5,7,2,12,12,7,3,3,1,0,1
D2,12/08/2018,Erzgebirge Aue,Magdeburg,0,0,D,0,0,D,12,9,3,0,15,10,7,4,1,0,0,0
D2,12/08/2018,Holstein Kiel,Heidenheim,1,1,D,1,1,D,7,16,4,4,11,15,4,8,3,2,1,0
D2,12/08/2018,Sandhausen,Hamburg,0,3,A,0,2,A,11,7,2,4,11,16,5,2,2,1,0,0
D2,13/08/2018,FC Koln,Union Berlin,1,1,D,1,0,H,18,10,5,4,14,17,9,3,2,1,0,0
D2,24/08/2018,Bochum,Sandhausen,1,0,H,0,0,D,16,9,7,1,6,12,7,5,0,0,0,0
D2,24/08/2018,Darmstadt,Duisburg,3,0,H,0,0,D,10,15,4,5,16,12,4,5,0,2,0,0
D2,25/08/2018,FC Koln,Erzgebirge Aue,3,1,H,1,1,D,18,8,7,1,12,16,7,0,1,4,0,0
D2,25/08/2018,Greuther Furth,Paderborn,2,2,D,0,0,D,13,17,5,4,10,14,2,8,1,3,0,1
D2,25/08/2018,Magdeburg,Ingolstadt,1,1,D,1,1,D,16,8,2,2,13,24,6,1,3,3,0,0
D2,26/08/2018,Dresden,Heidenheim,1,3,A,0,2,A,23,15,4,5,11,20,8,4,3,3,0,0
D2,26/08/2018,Regensburg,Holstein Kiel,0,0,D,0,0,D,18,16,3,1,13,7,4,4,1,1,0,0
D2,26/08/2018,Union Berlin,St Pauli,4,1,H,2,0,H,11,11,5,4,17,11,1,5,1,3,0,0
D2,27/08/2018,Hamburg,Bielefeld,3,0,H,1,0,H,10,18,5,4,17,10,5,8,1,1,0,0
D2,31/08/2018,Ingolstadt,Erzgebirge Aue,3,2,H,1,1,D,12,11,5,3,20,17,4,3,3,0,0,0
D2,31/08/2018,Paderborn,Bochum,2,2,D,0,1,A,20,5,7,2,11,16,6,3,2,4,0,0
D2,01/09/2018,Bielefeld,Regensburg,5,3,H,3,2,H,20,14,10,6,14,12,4,7,3,2,0,0
D2,01/09/2018,Duisburg,Greuther Furth,0,1,A,0,1,A,17,20,4,8,17,19,6,6,2,4,0,0
D2,02/09/2018,Heidenheim,Darmstadt,0,1,A,0,1,A,16,17,5,8,11,11,7,6,1,2,0,0
D2,02/09/2018,Sandhausen,Union Berlin,0,0,D,0,0,D,9,9,3,4,14,15,5,2,2,3,0,0
D2,02/09/2018,St Pauli,FC Koln,3,5,A,2,2,D,24,12,8,8,15,20,12,2,1,2,0,0
D2,03/09/2018,Holstein Kiel,Magdeburg,2,1,H,0,0,D,10,10,5,4,16,13,4,2,2,2,0,0
D2,14/09/2018,Regensburg,Dresden,0,2,A,0,1,A,15,11,2,2,13,16,7,5,2,4,0,0
D2,14/09/2018,Union Berlin,Duisburg,2,2,D,1,0,H,8,6,4,4,20,15,5,2,3,3,0,0
D2,15/09/2018,Darmstadt,Sandhausen,1,1,D,0,0,D,12,12,3,5,11,18,7,5,1,2,0,0
D2,15/09/2018,Greuther Furth,Holstein Kiel,4,1,H,0,0,D,17,9,8,2,11,6,3,6,3,1,0,0
D2,15/09/2018,Hamburg,Heidenheim,3,2,H,0,0,D,20,12,7,5,9,12,4,7,2,1,0,0
D2,16/09/2018,Bochum,Ingolstadt,6,0,H,3,0,H,19,3,10,1,10,19,8,0,1,4,0,1
D2,16/09/2018,Erzgebirge Aue,St Pauli,3,1,H,2,1,H,20,10,7,3,16,12,2,2,2,1,0,0
D2,16/09/2018,FC Koln,Paderborn,3,5,A,1,1,D,16,21,8,10,15,15,16,5,4,2,1,0
D2,17/09/2018,Magdeburg,Bielefeld,0,0,D,0,0,D,11,17,5,4,14,12,3,2,4,2,0,0
D2,18/09/2018,Dresden,Hamburg,0,1,A,0,0,D,16,14,2,5,13,8,6,4,4,2,0,0
D2,21/09/2018,Ingolstadt,St Pauli,0,1,A,0,0,D,8,10,2,2,17,10,5,7,4,0,1,0
D2,21/09/2018,Sandhausen,FC Koln,0,2,A,0,1,A,6,8,2,2,15,19,2,7,2,3,0,0
D2,22/09/2018,Bielefeld,Union Berlin,1,1,D,0,1,A,6,11,1,2,9,15,4,3,2,1,0,0
D2,22/09/2018,Dresden,Darmstadt,4,1,H,1,1,D,11,9,4,3,17,19,2,1,2,2,0,0
D2,22/09/2018,Holstein Kiel,Bochum,2,2,D,0,1,A,15,9,5,6,12,11,10,2,2,1,0,0
D2,23/09/2018,Duisburg,Erzgebirge Aue,1,2,A,1,0,H,22,10,7,7,12,20,5,3,4,3,0,0
D2,23/09/2018,Hamburg,Regensburg,0,5,A,0,3,A,14,18,4,9,9,14,9,5,1,4,0,0
D2,23/09/2018,Heidenheim,Greuther Furth,2,0,H,0,0,D,18,11,8,0,16,11,8,2,0,3,0,0
D2,23/09/2018,Paderborn,Magdeburg,4,4,D,2,1,H,17,13,6,9,17,16,2,3,2,5,0,0
D2,25/09/2018,Bochum,Dresden,0,1,A,0,1,A,17,10,6,2,11,13,3,2,1,2,0,0
D2,25/09/2018,Darmstadt,Bielefeld,1,2,A,0,0,D,9,14,4,6,13,19,8,4,1,1,0,0
D2,25/09/2018,FC Koln,Ingolstadt,2,1,H,0,0,D,15,15,4,7,17,22,5,7,1,4,0,0
D2,25/09/2018,Union Berlin,Holstein Kiel,2,0,H,0,0,D,14,8,6,2,14,10,7,6,1,1,0,0
D2,26/09/2018,Erzgebirge Aue,Sandhausen,0,2,A,0,1,A,14,18,2,5,13,12,3,3,3,2,0,0
D2,26/09/2018,Magdeburg,Duisburg,3,3,D,0,1,A,11,10,3,4,12,17,3,1,2,5,0,0
D2,26/09/2018,Regensburg,Heidenheim,2,1,H,2,1,H,11,16,3,5,17,14,1,3,3,1,0,0
D2,26/09/2018,St Pauli,Paderborn,2,1,H,1,1,D,13,19,4,9,12,18,6,8,1,5,0,1
D2,27/09/2018,Greuther Furth,Hamburg,0,0,D,0,0,D,7,14,0,3,18,12,4,6,2,1,0,0
D2,28/09/2018,Bielefeld,FC Koln,1,3,A,0,1,A,11,11,2,8,17,15,5,2,2,2,0,0
D2,28/09/2018,Holstein Kiel,Darmstadt,4,2,H,3,2,H,14,16,6,3,10,12,7,4,2,3,1,0
D2,29/09/2018,Duisburg,Regensburg,1,3,A,1,2,A,27,16,7,9,12,15,6,4,2,2,0,0
D2,29/09/2018,Heidenheim,Bochum,3,2,H,1,2,A,21,10,8,5,14,8,7,5,0,6,0,1
D2,29/09/2018,Paderborn,Erzgebirge Aue,1,0,H,1,0,H,24,17,10,8,8,7,9,9,3,1,0,0
D2,30/09/2018,Dresden,Greuther Furth,0,1,A,0,0,D,14,12,3,2,8,13,7,3,0,4,0,0
D2,30/09/2018,Hamburg,St Pauli,0,0,D,0,0,D,7,11,1,5,13,18,6,2,2,3,0,0
D2,30/09/2018,Sandhausen,Magdeburg,0,1,A,0,0,D,7,7,2,2,14,9,1,3,0,2,0,0
D2,01/10/2018,Ingolstadt,Union Berlin,1,2,A,0,1,A,8,17,2,5,17,15,2,8,3,1,0,0
D2,05/10/2018,Bochum,Bielefeld,1,0,H,1,0,H,11,20,3,5,8,14,2,11,1,3,0,0
D2,05/10/2018,Darmstadt,Hamburg,1,2,A,0,2,A,11,10,2,4,11,12,5,4,2,3,0,0
D2,06/10/2018,Erzgebirge Aue,Holstein Kiel,2,1,H,0,1,A,18,10,6,2,16,11,3,3,2,4,0,1
D2,06/10/2018,Greuther Furth,Regensburg,1,1,D,0,0,D,13,13,3,6,9,14,4,6,2,1,0,0
D2,06/10/2018,Magdeburg,Dresden,2,2,D,0,2,A,20,7,8,4,8,17,7,2,2,2,0,0
D2,07/10/2018,Ingolstadt,Paderborn,1,2,A,0,1,A,19,15,6,6,16,10,10,9,3,3,0,0
D2,07/10/2018,St Pauli,Sandhausen,3,1,H,1,0,H,12,14,5,3,14,14,0,1,2,3,0,0
D2,07/10/2018,Union Berlin,Heidenheim,1,1,D,0,0,D,16,12,4,3,17,16,6,3,3,4,0,0
D2,08/10/2018,FC Koln,Duisburg,1,2,A,1,1,D,18,12,6,4,12,18,13,4,3,2,0,0
D2,19/10/2018,Dresden,Erzgebirge Aue,1,1,D,1,1,D,15,12,6,5,12,14,8,5,3,3,0,1
D2,19/10/2018,Sandhausen,Ingolstadt,4,0,H,1,0,H,17,7,4,2,10,18,6,3,2,4,0,0
D2,20/10/2018,Bielefeld,Greuther Furth,2,3,A,2,0,H,17,16,7,6,17,11,8,8,2,1,0,0
D2,20/10/2018,Heidenheim,Magdeburg,3,0,H,2,0,H,9,19,5,8,16,10,2,8,0,4,0,1
D2,20/10/2018,Holstein Kiel,FC Koln,1,1,D,0,1,A,8,9,1,3,13,14,7,7,1,3,0,0
D2,21/10/2018,Hamburg,Bochum,0,0,D,0,0,D,18,11,4,2,14,15,6,1,1,2,0,0
D2,21/10/2018,Paderborn,Union Berlin,0,0,D,0,0,D,7,7,2,1,12,23,3,2,1,3,0,0
D2,21/10/2018,Regensburg,Darmstadt,1,1,D,0,1,A,15,13,6,4,12,15,8,6,2,3,0,0
D2,22/10/2018,Duisburg,St Pauli,0,1,A,0,0,D,10,15,3,4,15,8,0,5,1,2,0,0
D2,26/10/2018,Darmstadt,Greuther Furth,2,0,H,1,0,H,10,9,5,1,15,11,4,4,1,1,0,0
D2,26/10/2018,Magdeburg,Hamburg,0,1,A,0,0,D,8,13,5,8,7,10,4,7,3,2,0,1
D2,27/10/2018,Erzgebirge Aue,Bielefeld,1,0,H,0,0,D,15,8,4,1,13,14,6,5,2,3,0,0
D2,27/10/2018,FC Koln,Heidenheim,1,1,D,0,1,A,28,9,10,1,11,23,9,6,2,3,0,0
D2,27/10/2018,Paderborn,Sandhausen,3,3,D,1,2,A,24,11,6,4,7,15,10,4,2,2,0,0
D2,28/10/2018,Ingolstadt,Duisburg,1,1,D,0,0,D,20,14,4,3,19,11,6,5,1,1,0,0
D2,28/10/2018,St Pauli,Holstein Kiel,0,1,A,0,0,D,17,9,6,4,10,14,7,6,1,2,0,0
D2,28/10/2018,Union Berlin,Dresden,0,0,D,0,0,D,15,9,4,1,20,11,5,7,1,4,0,1
D2,29/10/2018,Bochum,Regensburg,3,3,D,1,1,D,12,13,5,6,11,16,5,7,0,2,0,0
D2,02/11/2018,Dresden,Sandhausen,3,1,H,2,1,H,10,12,4,2,15,12,1,6,3,2,0,0
D2,02/11/2018,Greuther Furth,Bochum,2,2,D,0,2,A,16,11,5,5,18,20,3,5,4,3,0,0
D2,03/11/2018,Darmstadt,Magdeburg,3,1,H,1,0,H,6,7,3,2,14,15,3,3,3,4,1,1
D2,03/11/2018,Duisburg,Paderborn,2,0,H,1,0,H,9,18,3,9,9,17,1,9,1,3,0,0
D2,03/11/2018,Holstein Kiel,Ingolstadt,2,2,D,0,0,D,10,14,5,5,10,11,5,5,1,2,0,0
D2,04/11/2018,Bielefeld,St Pauli,1,2,A,1,0,H,16,14,5,8,19,12,6,3,3,2,0,0
D2,04/11/2018,Heidenheim,Erzgebirge Aue,1,0,H,0,0,D,23,13,8,4,10,16,13,1,5,3,0,1
D2,04/11/2018,Regensburg,Union Berlin,1,1,D,1,1,D,18,15,3,3,12,14,7,4,3,3,0,1
D2,05/11/2018,Hamburg,FC Koln,1,0,H,0,0,D,23,11,9,3,14,17,8,1,1,3,0,0
D2,09/11/2018,Paderborn,Holstein Kiel,4,4,D,3,1,H,14,18,6,11,12,12,4,6,3,1,0,0
D2,09/11/2018,Sandhausen,Duisburg,0,0,D,0,0,D,15,7,3,6,9,12,7,5,3,1,0,0
D2,10/11/2018,Erzgebirge Aue,Hamburg,1,3,A,1,1,D,10,18,1,4,13,15,4,4,1,2,0,0
D2,10/11/2018,FC Koln,Dresden,8,1,H,2,0,H,15,9,12,3,13,20,5,1,2,3,0,0
D2,10/11/2018,St Pauli,Heidenheim,1,1,D,0,0,D,19,14,5,2,13,7,14,3,4,0,0,0
D2,11/11/2018,Ingolstadt,Bielefeld,1,1,D,0,0,D,17,15,3,2,13,15,6,7,0,3,0,0
D2,11/11/2018,Magdeburg,Regensburg,2,3,A,1,1,D,16,18,4,7,10,18,5,5,0,2,0,0
D2,11/11/2018,Union Berlin,Greuther Furth,4,0,H,3,0,H,15,17,10,3,16,16,6,3,2,1,0,0
D2,12/11/2018,Bochum,Darmstadt,1,0,H,0,0,D,15,7,5,2,11,21,8,1,0,3,0,0
D2,23/11/2018,Bielefeld,Duisburg,0,1,A,0,0,D,13,6,1,4,18,10,7,5,1,2,0,0
D2,23/11/2018,Greuther Furth,Magdeburg,3,2,H,1,1,D,15,13,6,9,16,11,4,8,4,1,0,0
D2,24/11/2018,Bochum,Erzgebirge Aue,2,1,H,0,1,A,19,4,5,2,14,18,7,0,3,4,0,0
D2,24/11/2018,Darmstadt,FC Koln,0,3,A,0,0,D,11,10,3,4,12,15,8,3,3,1,0,0
D2,24/11/2018,Holstein Kiel,Sandhausen,2,1,H,2,0,H,9,21,2,5,13,16,1,7,4,1,0,0
D2,25/11/2018,Dresden,Ingolstadt,2,0,H,2,0,H,17,7,6,3,18,14,5,0,1,1,0,1
D2,25/11/2018,Heidenheim,Paderborn,1,5,A,1,2,A,17,24,5,8,10,13,6,6,1,2,0,0
D2,25/11/2018,Regensburg,St Pauli,1,1,D,0,1,A,27,11,6,4,12,17,7,4,0,4,0,0
D2,26/11/2018,Hamburg,Union Berlin,2,2,D,0,1,A,15,10,5,4,10,11,5,3,0,3,0,0
D2,30/11/2018,Erzgebirge Aue,Regensburg,1,1,D,1,1,D,17,19,4,3,21,14,9,8,3,3,0,0
D2,30/11/2018,Paderborn,Bielefeld,2,2,D,0,0,D,13,11,6,5,20,20,4,5,2,5,0,0
D2,01/12/2018,FC Koln,Greuther Furth,4,0,H,1,0,H,18,7,10,3,4,11,11,6,0,3,0,1
D2,01/12/2018,Ingolstadt,Hamburg,1,2,A,0,1,A,16,16,5,3,17,19,4,6,5,3,0,0
D2,01/12/2018,St Pauli,Dresden,1,1,D,0,0,D,9,10,5,3,12,10,1,3,2,2,0,0
D2,01/12/2018,Union Berlin,Darmstadt,3,1,H,2,0,H,16,8,3,3,12,12,8,2,0,1,0,0
D2,02/12/2018,Duisburg,Holstein Kiel,0,4,A,0,0,D,6,16,2,7,18,7,5,3,4,1,0,0
D2,02/12/2018,Magdeburg,Bochum,0,0,D,0,0,D,13,8,3,1,19,11,5,8,1,4,0,0
D2,02/12/2018,Sandhausen,Heidenheim,1,2,A,1,2,A,12,7,5,3,11,20,6,4,1,3,0,0
D2,07/12/2018,Hamburg,Paderborn,1,0,H,1,0,H,10,11,4,2,9,16,4,2,2,3,0,0
D2,07/12/2018,Regensburg,FC Koln,1,3,A,0,2,A,18,14,5,6,19,9,9,2,3,4,1,0
D2,08/12/2018,Darmstadt,Ingolstadt,1,1,D,0,1,A,18,6,1,2,13,21,8,2,2,5,0,1
D2,08/12/2018,Greuther Furth,Erzgebirge Aue,0,5,A,0,1,A,19,15,0,8,11,11,8,9,1,4,0,0
D2,08/12/2018,Heidenheim,Duisburg,4,1,H,1,0,H,13,12,6,5,9,11,5,3,0,4,0,0
D2,09/12/2018,Bielefeld,Sandhausen,1,1,D,0,0,D,14,3,5,2,15,17,7,1,2,3,0,0
D2,09/12/2018,Dresden,Holstein Kiel,0,2,A,0,2,A,16,9,8,5,11,9,5,1,1,1,0,0
D2,09/12/2018,Magdeburg,Union Berlin,1,1,D,1,0,H,11,11,5,2,10,22,4,2,2,4,0,0
D2,10/12/2018,Bochum,St Pauli,1,3,A,1,2,A,22,16,6,6,11,18,7,4,2,3,0,0
D2,14/12/2018,Duisburg,Hamburg,1,2,A,1,2,A,14,10,2,5,15,17,2,2,4,1,1,0
D2,14/12/2018,Holstein Kiel,Bielefeld,1,2,A,0,1,A,11,20,2,9,13,11,6,8,2,0,0,0
D2,15/12/2018,Paderborn,Dresden,3,0,H,0,0,D,19,11,7,5,12,14,3,3,2,1,0,0
D2,15/12/2018,St Pauli,Greuther Furth,2,0,H,1,0,H,15,11,3,2,13,13,8,12,1,3,0,0
D2,15/12/2018,Union Berlin,Bochum,2,0,H,0,0,D,18,20,7,6,22,9,5,4,1,0,0,0
D2,16/12/2018,Erzgebirge Aue,Darmstadt,2,2,D,0,0,D,12,19,6,5,15,12,4,6,5,3,0,0
D2,16/12/2018,Ingolstadt,Heidenheim,1,1,D,1,0,H,11,15,3,4,17,14,2,5,3,1,0,0
D2,16/12/2018,Sandhausen,Regensburg,2,2,D,2,1,H,16,6,6,5,9,15,4,4,1,2,0,0
