Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,ASAS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
D2,06/10/2019,Holstein Kiel,Regensburg,1,2,A,1,1,D,20,6,5,3,11,10,11,4,1,1,0,0
D2,06/10/2019,Nurnberg,St Pauli,1,1,D,0,1,A,21,10,7,2,12,10,8,2,3,1,0,0
D2,07/10/2019,Osnabruck,Bielefeld,0,1,A,0,0,D,9,14,1,4,9,15,5,8,2,2,1,0
D2,18/10/2019,Erzgebirge Aue,Nurnberg,4,3,H,0,0,D,9,17,6,5,15,15,2,5,3,2,0,1
D2,18/10/2019,Greuther Furth,Dresden,2,0,H,2,0,H,11,11,3,1,12,18,3,0,1,3,0,0
D2,19/10/2019,Regensburg,Sandhausen,1,0,H,0,0,D,7,16,2,1,10,20,7,5,0,4,0,0
D2,19/10/2019,St Pauli,Darmstadt,0,1,A,0,0,D,20,16,4,6,14,12,10,6,2,2,0,0
D2,19/10/2019,Wehen,Heidenheim,0,0,D,0,0,D,9,10,3,1,14,8,7,7,2,3,0,0
D2,20/10/2019,Bochum,Karlsruhe,3,3,D,3,2,H,19,18,7,6,14,11,5,7,2,4,0,1
D2,20/10/2019,Hannover,Osnabruck,0,0,D,0,0,D,20,9,4,4,9,13,6,3,2,2,0,0
D2,20/10/2019,Stuttgart,Holstein Kiel,0,1,A,0,0,D,18,12,4,3,13,8,7,1,3,2,1,0
D2,21/10/2019,Bielefeld,Hamburg,1,1,D,0,1,A,14,15,7,3,8,5,6,4,2,0,0,0
D2,25/10/2019,Darmstadt,Erzgebirge Aue,1,0,H,0,0,D,9,9,1,2,9,7,3,4,4,0,0,0
D2,25/10/2019,Holstein Kiel,Bochum,2,1,H,1,1,D,15,11,5,3,8,21,7,2,4,5,0,0
D2,26/10/2019,Dresden,Bielefeld,0,1,A,0,0,D,5,14,1,7,13,9,0,8,3,2,0,0
D2,26/10/2019,Hamburg,Stuttgart,6,2,H,3,1,H,13,13,6,5,9,14,3,4,1,3,0,0
D2,26/10/2019,Karlsruhe,Hannover,3,3,D,1,2,A,20,13,7,7,15,16,5,3,3,4,0,1
D2,27/10/2019,Heidenheim,St Pauli,1,0,H,0,0,D,12,15,2,4,14,14,7,2,0,2,0,0
D2,27/10/2019,Nurnberg,Regensburg,1,1,D,1,0,H,13,14,2,4,10,13,7,3,0,4,0,0
D2,27/10/2019,Osnabruck,Greuther Furth,0,0,D,0,0,D,13,14,4,3,21,17,2,4,4,3,0,0
D2,28/10/2019,Sandhausen,Wehen,0,0,D,0,0,D,11,5,1,1,10,12,3,5,2,2,1,0
D2,01/11/2019,Hannover,Sandhausen,1,1,D,1,0,H,15,17,1,6,15,9,0,7,3,0,0,0
D2,01/11/2019,Regensburg,Osnabruck,3,3,D,2,0,H,16,18,6,9,19,12,3,6,4,2,0,0
D2,02/11/2019,Erzgebirge Aue,Heidenheim,1,1,D,0,0,D,8,13,2,5,16,19,4,4,3,5,0,0
D2,02/11/2019,Greuther Furth,Darmstadt,3,1,H,2,0,H,19,11,6,3,16,12,6,3,2,2,0,0
D2,02/11/2019,St Pauli,Karlsruhe,2,2,D,0,0,D,19,14,8,4,11,15,3,5,2,3,0,0
D2,03/11/2019,Bielefeld,Holstein Kiel,2,1,H,1,0,H,10,13,4,5,9,9,5,4,2,2,0,0
D2,03/11/2019,Stuttgart,Dresden,3,1,H,2,0,H,16,10,5,4,10,11,6,1,2,3,0,0
D2,03/11/2019,Wehen,Hamburg,1,1,D,0,0,D,9,20,2,7,18,4,6,8,1,0,1,0
D2,04/11/2019,Bochum,Nurnberg,3,1,H,3,0,H,11,12,4,5,11,16,3,7,2,3,0,0
D2,08/11/2019,Dresden,Wehen,1,0,H,1,0,H,11,8,5,2,18,17,4,1,3,3,0,0
D2,08/11/2019,St Pauli,Bochum,1,1,D,1,1,D,13,11,4,4,12,11,12,3,1,2,0,0
D2,09/11/2019,Holstein Kiel,Hamburg,1,1,D,1,0,H,9,11,2,2,12,9,2,7,2,2,0,1
D2,09/11/2019,Osnabruck,Stuttgart,1,0,H,1,0,H,9,21,3,6,11,22,1,8,1,3,0,0
D2,09/11/2019,Sandhausen,Greuther Furth,3,2,H,1,1,D,23,8,6,4,18,18,6,4,3,2,0,0
D2,10/11/2019,Darmstadt,Regensburg,2,2,D,0,1,A,23,7,9,2,13,12,9,1,0,2,0,0
D2,10/11/2019,Heidenheim,Hannover,4,0,H,1,0,H,18,11,7,1,10,6,4,4,0,0,0,1
D2,10/11/2019,Nurnberg,Bielefeld,1,5,A,0,3,A,14,9,5,6,12,8,8,1,2,2,0,0
D2,11/11/2019,Karlsruhe,Erzgebirge Aue,1,1,D,0,1,A,31,9,5,4,10,10,9,4,0,3,0,1
D2,22/11/2019,Bochum,Osnabruck,1,1,D,1,1,D,17,22,7,7,19,8,4,7,1,2,0,0
D2,22/11/2019,Erzgebirge Aue,St Pauli,3,1,H,2,0,H,13,14,7,5,10,12,5,9,2,1,0,0
D2,23/11/2019,Bielefeld,Sandhausen,1,1,D,1,1,D,13,15,2,6,8,11,3,7,1,1,0,0
D2,23/11/2019,Hamburg,Dresden,2,1,H,0,0,D,16,12,8,4,10,13,7,2,1,3,0,0
D2,23/11/2019,Wehen,Holstein Kiel,3,6,A,2,4,A,20,13,7,10,10,7,8,6,3,2,0,0
D2,24/11/2019,Greuther Furth,Nurnberg,0,0,D,0,0,D,10,15,2,3,9,16,9,7,2,3,0,0
D2,24/11/2019,Regensburg,Heidenheim,3,1,H,1,0,H,19,11,7,3,14,12,2,3,1,2,0,0
D2,24/11/2019,Stuttgart,Karlsruhe,3,0,H,0,0,D,17,7,4,2,13,21,8,5,1,1,1,0
D2,25/11/2019,Hannover,Darmstadt,1,2,A,1,2,A,17,10,4,8,16,18,7,4,5,2,1,0
D2,29/11/2019,Karlsruhe,Regensburg,4,1,H,2,0,H,19,16,11,5,17,12,6,4,1,1,0,0
D2,29/11/2019,Osnabruck,Hamburg,2,1,H,2,0,H,19,18,7,6,6,5,5,8,1,1,0,0
D2,30/11/2019,Bochum,Erzgebirge Aue,2,0,H,0,0,D,16,11,4,0,13,17,2,2,2,4,0,1
D2,30/11/2019,Dresden,Holstein Kiel,1,2,A,0,2,A,9,8,5,3,21,11,4,4,3,0,0,0
D2,30/11/2019,Nurnberg,Wehen,0,2,A,0,1,A,24,5,4,2,13,11,5,2,1,1,0,0
D2,30/11/2019,St Pauli,Hannover,0,1,A,0,1,A,9,8,2,2,16,19,4,2,1,3,0,0
D2,01/12/2019,Darmstadt,Bielefeld,1,3,A,0,0,D,18,11,9,5,5,11,4,7,0,2,0,0
D2,01/12/2019,Heidenheim,Greuther Furth,1,0,H,0,0,D,15,19,7,1,12,12,4,10,1,3,0,0
D2,01/12/2019,Sandhausen,Stuttgart,2,1,H,2,0,H,16,24,5,6,13,10,6,15,5,3,0,0
D2,06/12/2019,Bielefeld,Karlsruhe,2,2,D,0,1,A,23,8,4,3,8,12,10,7,1,3,0,0
D2,06/12/2019,Hamburg,Heidenheim,0,1,A,0,0,D,16,9,9,2,6,11,8,1,0,0,0,0
D2,07/12/2019,Greuther Furth,Bochum,3,1,H,1,0,H,17,9,7,2,16,14,1,2,1,3,0,0
D2,07/12/2019,Hannover,Erzgebirge Aue,3,2,H,1,1,D,22,11,5,1,24,10,14,3,2,3,0,0
D2,07/12/2019,Holstein Kiel,Osnabruck,2,4,A,2,1,H,14,12,5,6,12,15,5,3,3,1,1,0
D2,08/12/2019,Dresden,Sandhausen,1,1,D,1,1,D,15,18,7,7,13,13,5,4,4,2,0,0
D2,08/12/2019,Regensburg,St Pauli,1,0,H,1,0,H,14,11,3,3,18,8,7,7,2,3,0,1
D2,08/12/2019,Wehen,Darmstadt,0,0,D,0,0,D,15,14,2,6,10,7,5,5,1,2,0,1
D2,09/12/2019,Stuttgart,Nurnberg,3,1,H,0,1,A,14,10,6,1,10,12,7,3,2,1,0,0
D2,13/12/2019,Bochum,Hannover,2,1,H,2,0,H,11,24,8,10,18,12,6,9,2,2,0,0
D2,13/12/2019,Erzgebirge Aue,Regensburg,1,0,H,1,0,H,12,11,4,2,10,18,4,6,0,3,0,0
D2,14/12/2019,Heidenheim,Bielefeld,0,0,D,0,0,D,12,13,3,3,6,9,2,7,0,2,0,0
D2,14/12/2019,Karlsruhe,Greuther Furth,1,5,A,1,2,A,15,15,3,7,15,14,8,1,4,5,0,0
D2,14/12/2019,St Pauli,Wehen,3,1,H,1,0,H,12,6,6,3,4,8,3,4,1,2,0,0
D2,15/12/2019,Nurnberg,Holstein Kiel,2,2,D,1,0,H,11,13,4,4,15,14,3,4,1,1,0,0
D2,15/12/2019,Osnabruck,Dresden,3,0,H,1,0,H,17,3,9,0,7,15,3,1,1,2,0,0
D2,15/12/2019,Sandhausen,Hamburg,1,1,D,1,0,H,12,25,5,4,9,10,5,6,1,1,0,0
D2,16/12/2019,Darmstadt,Stuttgart,1,1,D,1,1,D,12,18,6,8,6,15,5,10,1,5,0,0
D2,20/12/2019,Karlsruhe,Wehen,0,1,A,0,0,D,19,8,2,5,7,19,8,1,2,3,0,0
D2,20/12/2019,Nurnberg,Dresden,2,0,H,1,0,H,15,8,3,2,12,10,7,5,3,4,0,0
D2,21/12/2019,Darmstadt,Hamburg,2,2,D,1,2,A,11,16,5,6,18,12,2,4,0,1,0,0
D2,21/12/2019,Erzgebirge Aue,Greuther Furth,3,1,H,1,0,H,16,10,8,3,12,19,2,4,1,4,0,0
D2,21/12/2019,Hannover,Stuttgart,2,2,D,1,0,H,17,14,6,5,14,15,8,4,1,3,0,0
D2,21/12/2019,St Pauli,Bielefeld,3,0,H,2,0,H,11,19,4,5,10,5,5,5,1,0,0,0
D2,22/12/2019,Bochum,Regensburg,2,3,A,1,2,A,20,14,4,6,11,12,11,6,1,3,0,1
D2,22/12/2019,Heidenheim,Osnabruck,3,1,H,1,0,H,14,13,5,5,15,4,6,7,1,3,0,1
D2,22/12/2019,Sandhausen,Holstein Kiel,2,2,D,0,1,A,15,18,4,6,11,11,11,3,1,1,0,0
D2,28/01/2020,Bielefeld,Bochum,2,0,H,1,0,H,19,5,4,2,11,13,6,3,5,8,0,1
D2,28/01/2020,Greuther Furth,St Pauli,3,0,H,1,0,H,24,11,7,2,14,13,6,10,1,1,0,0
D2,28/01/2020,Regensburg,Hannover,1,0,H,1,0,H,10,9,7,4,11,15,8,6,1,4,0,0
D2,28/01/2020,Wehen,Erzgebirge Aue,1,0,H,1,0,H,8,17,2,4,16,17,6,1,6,1,1,0
D2,29/01/2020,Stuttgart,Heidenheim,3,0,H,1,0,H,12,10,5,1,9,12,3,5,2,1,0,0
D2,29/01/2020,Dresden,Karlsruhe,1,0,H,1,0,H,10,9,3,1,12,12,4,2,5,1,0,0
D2,29/01/2020,Holstein Kiel,Darmstadt,1,1,D,1,1,D,22,6,6,1,5,16,5,1,1,3,0,0
D2,29/01/2020,Osnabruck,Sandhausen,1,3,A,0,1,A,9,15,3,7,9,19,1,4,3,4,1,0
D2,30/01/2020,Hamburg,Nurnberg,4,1,H,2,0,H,16,5,6,3,5,13,5,1,2,4,0,0
D2,31/01/2020,Erzgebirge Aue,Bielefeld,0,0,D,0,0,D,8,9,4,3,11,10,2,9,3,2,0,0
D2,31/01/2020,Regensburg,Greuther Furth,0,2,A,0,2,A,20,11,5,8,19,17,12,4,4,4,0,0
D2,01/02/2020,Hannover,Wehen,2,2,D,0,1,A,17,12,4,6,6,8,8,8,1,2,0,0
D2,01/02/2020,Karlsruhe,Holstein Kiel,0,2,A,0,2,A,18,19,4,6,17,8,7,6,3,1,1,0
D2,01/02/2020,St Pauli,Stuttgart,1,1,D,0,0,D,10,13,5,4,7,10,4,4,1,1,0,0
D2,02/02/2020,Darmstadt,Osnabruck,2,2,D,1,1,D,23,16,11,7,11,12,13,7,4,4,0,1
D2,02/02/2020,Heidenheim,Dresden,0,0,D,0,0,D,11,8,3,1,12,11,7,1,1,1,0,0
D2,02/02/2020,Nurnberg,Sandhausen,2,0,H,1,0,H,12,15,3,2,10,10,3,9,3,1,1,0
D2,03/02/2020,Bochum,Hamburg,1,3,A,0,0,D,17,20,3,5,11,7,4,9,1,1,0,0
D2,07/02/2020,Dresden,Darmstadt,2,3,A,1,3,A,11,19,7,7,12,11,2,4,3,1,1,0
D2,07/02/2020,Sandhausen,Heidenheim,0,1,A,0,1,A,17,9,3,3,13,14,7,8,2,2,0,0
D2,08/02/2020,Hamburg,Karlsruhe,2,0,H,0,0,D,18,6,5,2,7,14,7,3,1,1,0,0
D2,08/02/2020,Osnabruck,Nurnberg,0,1,A,0,0,D,5,11,1,6,11,19,2,2,3,3,0,0
D2,08/02/2020,Stuttgart,Erzgebirge Aue,3,0,H,2,0,H,20,10,8,2,9,12,6,3,3,2,0,0
D2,09/02/2020,Bielefeld,Regensburg,6,0,H,2,0,H,19,5,9,0,4,16,8,2,0,3,0,0
D2,09/02/2020,Greuther Furth,Hannover,1,3,A,0,1,A,17,8,7,4,13,19,13,3,2,5,0,1
D2,09/02/2020,Wehen,Bochum,0,1,A,0,1,A,17,12,3,4,13,12,11,5,1,4,0,0
D2,10/02/2020,Holstein Kiel,St Pauli,2,1,H,1,0,H,12,9,5,4,6,7,7,8,1,2,0,0
D2,14/02/2020,Heidenheim,Nurnberg,2,2,D,1,1,D,16,11,7,4,11,13,7,0,1,3,0,0
D2,14/02/2020,St Pauli,Dresden,0,0,D,0,0,D,20,3,8,1,8,10,8,2,2,3,0,0
D2,15/02/2020,Greuther Furth,Bielefeld,2,4,A,0,2,A,16,15,5,7,10,11,5,3,0,0,0,0
D2,15/02/2020,Hannover,Hamburg,1,1,D,0,0,D,9,14,1,5,18,11,2,6,4,0,0,0
D2,15/02/2020,Regensburg,Wehen,1,0,H,0,0,D,14,9,5,2,12,11,7,6,2,2,0,0
D2,16/02/2020,Darmstadt,Sandhausen,1,0,H,0,0,D,11,9,6,0,10,10,3,5,3,2,1,0
D2,16/02/2020,Erzgebirge Aue,Holstein Kiel,1,2,A,0,1,A,18,9,4,6,15,9,6,1,3,2,0,0
D2,16/02/2020,Karlsruhe,Osnabruck,1,1,D,1,0,H,23,13,9,4,13,10,6,7,4,2,0,1
D2,17/02/2020,Bochum,Stuttgart,0,1,A,0,0,D,12,18,4,7,10,17,1,8,1,1,0,0
D2,21/02/2020,Osnabruck,Erzgebirge Aue,0,0,D,0,0,D,8,7,2,3,13,17,5,2,1,3,0,0
D2,21/02/2020,Wehen,Greuther Furth,1,1,D,1,0,H,9,16,3,5,14,11,2,6,1,1,0,0
D2,22/02/2020,Dresden,Bochum,1,2,A,0,0,D,10,10,2,4,15,17,6,1,0,1,0,0
D2,22/02/2020,Hamburg,St Pauli,0,2,A,0,2,A,19,8,4,4,3,14,10,6,0,4,0,0
D2,22/02/2020,Holstein Kiel,Heidenheim,0,1,A,0,0,D,10,13,2,4,9,18,6,3,1,3,0,1
D2,22/02/2020,Stuttgart,Regensburg,2,0,H,0,0,D,16,10,7,2,15,15,5,7,3,3,0,0
D2,23/02/2020,Bielefeld,Hannover,1,0,H,0,0,D,12,11,4,2,16,9,5,9,2,3,0,0
D2,23/02/2020,Nurnberg,Darmstadt,1,2,A,1,0,H,6,11,2,3,14,11,3,4,4,2,2,0
D2,23/02/2020,Sandhausen,Karlsruhe,0,2,A,0,2,A,12,8,3,3,16,9,3,8,4,3,0,0
D2,28/02/2020,Karlsruhe,Nurnberg,0,1,A,0,0,D,12,17,0,4,9,18,7,6,3,3,0,0
D2,28/02/2020,Regensburg,Dresden,1,2,A,0,0,D,13,12,5,7,5,13,8,4,1,0,0,0
D2,29/02/2020,Darmstadt,Heidenheim,2,0,H,2,0,H,18,20,4,5,10,9,5,9,2,1,0,1
D2,29/02/2020,Erzgebirge Aue,Hamburg,3,0,H,1,0,H,21,9,6,1,16,11,2,8,2,5,0,1
D2,29/02/2020,Greuther Furth,Stuttgart,2,0,H,0,0,D,14,18,4,8,13,13,9,7,4,3,0,0
D2,01/03/2020,Bielefeld,Wehen,1,0,H,0,0,D,15,7,6,1,8,14,10,5,1,3,0,0
D2,01/03/2020,Bochum,Sandhausen,4,4,D,2,2,D,13,18,5,8,17,20,1,8,2,3,0,0
D2,01/03/2020,St Pauli,Osnabruck,3,1,H,2,0,H,13,23,5,6,18,9,5,10,2,3,0,0
D2,02/03/2020,Hannover,Holstein Kiel,3,1,H,1,0,H,17,18,7,8,8,2,5,6,1,0,0,0
D2,06/03/2020,Nurnberg,Hannover,0,3,A,0,2,A,8,10,3,5,6,9,5,5,1,0,0,0
D2,06/03/2020,Osnabruck,Wehen,2,6,A,2,5,A,14,15,4,8,5,20,2,3,2,4,0,0
D2,07/03/2020,Darmstadt,Bochum,0,0,D,0,0,D,15,10,3,0,9,13,9,2,1,2,0,0
D2,07/03/2020,Hamburg,Regensburg,2,1,H,1,1,D,11,16,5,5,14,13,4,8,3,4,0,0
D2,07/03/2020,Heidenheim,Karlsruhe,3,1,H,3,0,H,15,14,7,4,8,12,5,6,1,1,0,1
D2,08/03/2020,Dresden,Erzgebirge Aue,2,1,H,1,1,D,16,11,12,4,9,10,5,3,2,4,0,1
D2,08/03/2020,Holstein Kiel,Greuther Furth,1,1,D,1,1,D,10,10,5,6,9,10,7,2,2,3,0,0
D2,08/03/2020,Sandhausen,St Pauli,2,2,D,1,1,D,19,6,6,4,22,16,5,0,2,2,0,0
D2,09/03/2020,Stuttgart,Bielefeld,1,1,D,0,0,D,8,14,4,5,10,11,2,5,1,2,0,0
D2,16/05/2020,Bochum,Heidenheim,3,0,H,2,0,H,10,11,3,3,15,12,2,6,4,0,0,0
D2,16/05/2020,Erzgebirge Aue,Sandhausen,3,1,H,1,0,H,13,15,7,6,11,10,4,2,1,3,0,1
D2,16/05/2020,Karlsruhe,Darmstadt,2,0,H,0,0,D,16,11,5,0,20,13,7,2,3,1,0,0
D2,16/05/2020,Regensburg,Holstein Kiel,2,2,D,0,1,A,7,17,4,6,16,14,5,3,5,1,0,0
D2,17/05/2020,Bielefeld,Osnabruck,1,1,D,1,0,H,6,10,3,4,9,6,0,6,3,0,0,0
D2,17/05/2020,Greuther Furth,Hamburg,2,2,D,1,1,D,14,11,5,8,14,14,6,4,2,3,0,0
D2,17/05/2020,St Pauli,Nurnberg,1,0,H,0,0,D,13,14,7,5,14,8,7,4,1,0,0,1
D2,17/05/2020,Wehen,Stuttgart,2,1,H,0,0,D,12,21,6,6,16,14,2,6,2,1,0,0
D2,22/05/2020,Heidenheim,Wehen,1,0,H,0,0,D,17,7,8,1,11,13,7,6,1,2,0,0
D2,22/05/2020,Nurnberg,Erzgebirge Aue,1,1,D,0,0,D,13,7,3,2,12,11,10,3,5,3,0,0
D2,23/05/2020,Darmstadt,St Pauli,4,0,H,1,0,H,21,13,9,4,8,16,5,8,0,2,0,0
D2,23/05/2020,Osnabruck,Hannover,2,4,A,1,1,D,8,12,4,5,16,18,3,3,3,2,0,0
D2,23/05/2020,Sandhausen,Regensburg,0,0,D,0,0,D,13,7,5,0,20,15,7,7,3,3,0,0
D2,24/05/2020,Hamburg,Bielefeld,0,0,D,0,0,D,13,8,7,2,7,6,5,5,1,1,0,0
D2,24/05/2020,Holstein Kiel,Stuttgart,3,2,H,1,0,H,15,18,7,9,10,13,4,5,2,3,0,1
D2,24/05/2020,Karlsruhe,Bochum,0,0,D,0,0,D,10,18,4,4,13,13,4,7,3,2,0,0
D2,26/05/2020,Erzgebirge Aue,Darmstadt,1,3,A,1,1,D,6,17,3,13,15,10,3,10,3,2,0,0
D2,26/05/2020,Greuther Furth,Osnabruck,0,2,A,0,1,A,23,10,7,5,16,15,9,3,2,3,0,0
D2,26/05/2020,Regensburg,Nurnberg,2,2,D,1,1,D,11,17,3,5,19,12,6,1,2,3,0,0
D2,26/05/2020,Wehen,Sandhausen,0,1,A,0,1,A,9,19,2,5,22,14,8,3,6,3,1,0
D2,27/05/2020,Bochum,Holstein Kiel,2,1,H,0,0,D,11,14,7,4,9,5,4,11,3,1,0,0
D2,27/05/2020,Hannover,Karlsruhe,1,1,D,0,0,D,19,13,4,3,12,18,5,2,2,0,0,0
D2,27/05/2020,St Pauli,Heidenheim,0,0,D,0,0,D,11,9,0,3,16,16,1,3,3,3,0,0
D2,28/05/2020,Stuttgart,Hamburg,3,2,H,0,2,A,13,9,7,4,15,14,5,4,3,2,0,0
D2,29/05/2020,Darmstadt,Greuther Furth,1,1,D,0,0,D,15,14,3,2,14,14,7,7,2,2,0,0
D2,29/05/2020,Osnabruck,Regensburg,2,2,D,0,2,A,14,10,4,3,21,20,3,8,3,2,0,0
D2,30/05/2020,Holstein Kiel,Bielefeld,1,2,A,0,1,A,11,20,3,8,17,10,5,8,1,2,0,0
D2,30/05/2020,Karlsruhe,St Pauli,1,1,D,0,0,D,9,6,5,3,15,13,4,2,3,1,0,0
D2,30/05/2020,Nurnberg,Bochum,0,0,D,0,0,D,12,9,0,2,14,11,7,5,1,2,0,0
D2,30/05/2020,Sandhausen,Hannover,3,1,H,0,0,D,15,16,6,3,15,9,10,5,3,2,0,0
D2,31/05/2020,Dresden,Stuttgart,0,2,A,0,1,A,10,15,2,8,11,16,3,1,2,2,0,0
D2,31/05/2020,Hamburg,Wehen,3,2,H,2,1,H,13,13,7,6,11,17,6,10,2,2,0,0
D2,31/05/2020,Heidenheim,Erzgebirge Aue,3,0,H,0,0,D,16,13,8,5,11,12,4,4,1,3,0,0
D2,03/06/2020,Hannover,Dresden,3,0,H,3,0,H,12,7,6,1,6,7,5,2,0,2,0,0
D2,05/06/2020,Bochum,St Pauli,2,0,H,1,0,H,16,5,7,1,14,12,6,6,3,3,0,0
D2,05/06/2020,Greuther Furth,Sandhausen,1,2,A,0,2,A,13,10,3,3,12,21,4,3,2,2,0,0
D2,06/06/2020,Bielefeld,Nurnberg,1,1,D,1,1,D,14,12,4,8,16,10,5,5,2,2,0,0
D2,06/06/2020,Regensburg,Darmstadt,3,0,H,1,0,H,7,22,3,4,16,16,3,6,5,1,1,0
D2,06/06/2020,Wehen,Dresden,2,3,A,2,2,D,19,10,4,5,13,16,9,1,2,3,0,1
D2,07/06/2020,Erzgebirge Aue,Karlsruhe,1,0,H,1,0,H,10,14,3,2,10,9,4,2,1,2,0,0
D2,07/06/2020,Hannover,Heidenheim,2,1,H,2,0,H,16,9,6,2,16,12,5,5,4,2,0,0
D2,07/06/2020,Stuttgart,Osnabruck,0,0,D,0,0,D,16,7,4,1,16,10,6,2,3,3,0,0
D2,08/06/2020,Hamburg,Holstein Kiel,3,3,D,2,1,H,8,15,5,7,14,6,4,6,5,1,0,0
D2,09/06/2020,Dresden,Greuther Furth,1,1,D,0,1,A,7,10,1,3,16,12,2,5,4,1,0,0
D2,12/06/2020,Dresden,Hamburg,0,1,A,0,0,D,7,20,3,5,9,12,4,8,2,1,0,0
D2,12/06/2020,Sandhausen,Bielefeld,0,0,D,0,0,D,21,9,3,0,16,9,9,0,0,0,0,0
D2,13/06/2020,Heidenheim,Regensburg,4,1,H,1,0,H,15,14,7,4,12,10,4,4,3,2,0,0
D2,13/06/2020,Holstein Kiel,Wehen,1,2,A,1,1,D,13,12,6,3,12,14,9,1,2,2,0,1
D2,13/06/2020,Nurnberg,Greuther Furth,0,1,A,0,0,D,16,12,5,1,21,15,12,2,3,3,0,0
D2,13/06/2020,Osnabruck,Bochum,0,2,A,0,1,A,11,16,3,6,9,17,6,7,1,3,0,0
D2,14/06/2020,Darmstadt,Hannover,3,2,H,1,0,H,11,14,4,7,8,8,7,4,3,0,0,0
D2,14/06/2020,Karlsruhe,Stuttgart,2,1,H,1,1,D,12,14,3,6,14,18,8,7,2,3,0,0
D2,14/06/2020,St Pauli,Erzgebirge Aue,2,1,H,2,0,H,8,18,4,4,20,17,4,4,2,2,0,0
D2,15/06/2020,Bielefeld,Dresden,4,0,H,1,0,H,13,8,4,2,12,15,7,5,1,4,0,0
D2,16/06/2020,Greuther Furth,Heidenheim,0,0,D,0,0,D,10,11,1,3,16,24,4,2,0,0,0,0
D2,16/06/2020,Hamburg,Osnabruck,1,1,D,1,0,H,6,8,2,3,15,12,5,1,1,3,0,0
D2,16/06/2020,Wehen,Nurnberg,0,6,A,0,3,A,10,21,4,9,10,12,4,7,2,1,0,0
D2,17/06/2020,Erzgebirge Aue,Bochum,1,2,A,0,2,A,16,9,7,2,21,15,5,4,5,3,1,1
D2,17/06/2020,Hannover,St Pauli,4,0,H,2,0,H,12,5,6,0,13,6,4,2,1,1,0,0
D2,17/06/2020,Regensburg,Karlsruhe,2,1,H,1,0,H,9,14,6,6,20,15,5,7,3,3,0,0
D2,17/06/2020,Stuttgart,Sandhausen,5,1,H,4,0,H,18,16,11,5,14,15,9,4,4,1,0,0
D2,18/06/2020,Holstein Kiel,Dresden,2,0,H,1,0,H,21,8,8,2,11,15,6,2,1,4,0,1
D2,18/06/2020,Bielefeld,Darmstadt,1,0,H,0,0,D,13,15,6,6,7,10,10,7,2,1,0,0
D2,21/06/2020,Bochum,Greuther Furth,2,2,D,1,1,D,8,10,7,2,13,18,3,5,1,2,0,0
D2,21/06/2020,Darmstadt,Wehen,3,1,H,0,1,A,16,10,7,4,9,16,6,5,2,4,0,0
D2,21/06/2020,Erzgebirge Aue,Hannover,2,1,H,1,0,H,9,16,3,7,5,13,0,7,1,3,0,0
D2,21/06/2020,Heidenheim,Hamburg,2,1,H,0,0,D,15,13,5,4,17,8,3,8,2,3,0,0
D2,21/06/2020,Karlsruhe,Bielefeld,3,3,D,1,3,A,11,10,5,4,17,12,5,4,2,1,0,0
D2,21/06/2020,Nurnberg,Stuttgart,0,6,A,0,3,A,5,15,0,9,15,15,1,7,2,1,0,0
D2,21/06/2020,Osnabruck,Holstein Kiel,4,1,H,2,0,H,21,8,9,1,8,3,4,3,0,2,0,1
D2,21/06/2020,Sandhausen,Dresden,0,1,A,0,0,D,11,17,5,4,21,16,5,6,6,3,1,1
D2,21/06/2020,St Pauli,Regensburg,1,1,D,1,1,D,13,6,6,2,12,12,4,5,3,0,0,0
D2,28/06/2020,Bielefeld,Heidenheim,3,0,H,2,0,H,14,6,9,1,4,9,4,4,0,1,0,0
D2,28/06/2020,Dresden,Osnabruck,2,2,D,1,0,H,21,15,5,7,17,9,9,4,3,2,0,0
D2,28/06/2020,Greuther Furth,Karlsruhe,1,2,A,1,1,D,9,14,4,6,17,13,6,3,3,2,0,0
D2,28/06/2020,Hamburg,Sandhausen,1,5,A,0,2,A,7,8,2,2,8,17,6,3,0,2,0,0
D2,28/06/2020,Hannover,Bochum,2,0,H,1,0,H,11,20,2,5,13,12,2,6,2,0,0,0
D2,28/06/2020,Holstein Kiel,Nurnberg,1,1,D,0,1,A,13,13,5,1,15,16,7,5,0,4,0,0
D2,28/06/2020,Regensburg,Erzgebirge Aue,1,2,A,1,1,D,19,16,6,4,16,15,3,4,4,4,0,0
D2,28/06/2020,Stuttgart,Darmstadt,1,3,A,1,1,D,11,6,3,4,13,12,8,1,2,3,0,1
D2,28/06/2020,Wehen,St Pauli,5,3,H,3,2,H,23,12,8,5,11,9,5,4,0,1,0,0
D2,18/09/2020,Hamburg,Fortuna Dusseldorf,2,1,H,1,0,H,7,12,4,4,20,11,7,8,2,3,0,1
D2,18/09/2020,Regensburg,Nurnberg,1,1,D,0,1,A,13,8,6,5,16,14,8,4,2,3,0,0
D2,19/09/2020,Hannover,Karlsruhe,2,0,H,1,0,H,13,15,6,5,14,12,4,7,0,1,0,0
D2,19/09/2020,Sandhausen,Darmstadt,3,2,H,2,1,H,11,17,6,9,18,14,4,9,5,1,0,0
