Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,ASAS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H
D1,2012-03-03,Hannover,Augsburg,2,2,D,1,1,D,12,15,3,7,16,29,1,4,1,3,1,0,1.73
D1,2012-03-03,Hamburg,Stuttgart,0,4,A,0,2,A,9,15,3,8,14,26,1,4,1,3,1,0,2.0
D1,2012-03-11,Nurnberg,Wolfsburg,1,0,H,0,0,D,11,3,4,2,21,16,5,4,2,3,0,0,2.5
D1,2012-03-11,M'gladbach,Freiburg,1,1,D,0,0,D,14,13,4,3,12,12,4,6,1,0,0,0,2.25
D1,2012-03-11,Hoffenheim,Schalke 04,3,2,H,1,1,D,6,23,4,10,18,12,0,5,2,3,0,0,4.33
D1,2012-03-11,Hannover,Augsburg,2,0,H,1,0,H,14,10,4,5,16,17,2,9,0,0,0,0,1.7
D1,2012-03-11,Dortmund,Stuttgart,0,0,D,0,0,D,20,12,7,3,9,19,9,2,0,4,0,0,1.33
D1,2012-03-11,Hamburg,Bayern Munich,0,3,A,0,1,A,7,15,3,8,17,14,2,5,2,2,0,0,7.5
D1,2012-03-16,Hoffenheim,Stuttgart,1,2,A,0,2,A,18,12,5,8,19,19,3,6,1,2,0,0,2.3
D1,2012-03-17,Hamburg,Freiburg,1,3,A,0,2,A,15,12,6,5,16,25,4,5,0,3,0,0,1.83
D1,2012-03-17,Hertha,Bayern Munich,0,6,A,0,3,A,7,15,2,7,15,9,2,4,3,1,0,0,9.0
D1,2012-03-17,Augsburg,Mainz,2,1,H,1,1,D,10,10,5,3,12,21,6,2,2,2,0,0,2.9
D1,2012-03-17,Dortmund,Werder Bremen,1,0,H,1,0,H,18,4,5,2,11,17,9,4,1,3,0,0,1.33
D1,2012-03-17,Nurnberg,Wolfsburg,1,3,A,1,2,A,5,10,1,4,16,16,2,5,0,1,0,0,2.0
D1,2012-03-17,Leverkusen,M'gladbach,1,2,A,0,1,A,22,11,5,7,16,16,4,1,2,2,0,0,2.1
D1,2012-03-18,Kaiserslautern,Schalke 04,1,4,A,1,2,A,10,19,3,5,13,15,3,5,0,0,0,0,3.5
D1,2012-03-18,Hannover,FC Koln,4,1,H,1,1,D,18,14,10,7,12,17,8,7,0,1,0,0,1.62
D1,2012-03-23,Wolfsburg,Hamburg,2,1,H,0,0,D,15,6,4,1,25,16,10,3,4,2,0,0,2.05
D1,2012-03-24,Mainz,Hertha,1,3,A,0,1,A,15,13,4,6,13,8,12,8,1,1,0,0,1.73
D1,2012-03-24,M'gladbach,Hoffenheim,1,2,A,1,0,H,12,13,3,3,15,19,3,3,3,3,0,0,1.67
D1,2012-03-24,Schalke 04,Leverkusen,2,0,H,1,0,H,17,8,6,2,14,11,6,3,1,2,0,0,1.91
D1,2012-03-24,Werder Bremen,Augsburg,1,1,D,0,0,D,17,15,5,6,19,15,4,6,3,3,0,0,1.8
D1,2012-03-24,Bayern Munich,Hannover,2,1,H,1,0,H,12,8,6,2,16,15,6,1,1,2,0,0,1.17
D1,2012-03-24,Freiburg,Kaiserslautern,2,0,H,2,0,H,10,4,3,4,24,17,4,2,2,1,0,0,2.0
D1,2012-03-25,FC Koln,Dortmund,1,6,A,1,1,D,5,15,3,9,15,11,2,3,1,0,0,0,8.0
D1,2012-03-25,Stuttgart,Nurnberg,1,0,H,0,0,D,8,17,2,3,15,15,4,14,2,2,0,0,1.83
D1,2012-03-30,Dortmund,Stuttgart,4,4,D,1,0,H,27,11,10,4,8,10,11,5,2,1,0,0,1.29
D1,2012-03-31,Augsburg,FC Koln,2,1,H,2,1,H,14,4,8,3,12,31,11,1,1,4,0,0,2.0
D1,2012-03-31,Hertha,Wolfsburg,1,4,A,1,2,A,13,13,6,6,9,10,7,1,1,0,0,0,2.4
D1,2012-03-31,Kaiserslautern,Hamburg,0,1,A,0,1,A,18,12,6,5,24,14,10,5,4,2,0,0,2.5
D1,2012-03-31,Leverkusen,Freiburg,0,2,A,0,1,A,11,8,4,4,17,22,3,1,1,4,0,0,1.7
D1,2012-03-31,Nurnberg,Bayern Munich,0,1,A,0,0,D,6,12,3,4,24,15,6,6,2,2,0,0,8.5
D1,2012-03-31,Werder Bremen,Mainz,0,3,A,0,1,A,19,9,7,5,16,14,7,0,1,2,0,0,2.1
D1,2012-04-02,Hoffenheim,Augsburg,2,2,D,1,1,D,13,11,4,5,21,16,3,7,4,2,0,0,1.62
D1,2012-04-02,Wolfsburg,M'gladbach,0,0,D,0,0,D,11,5,2,0,16,8,8,3,1,1,0,0,2.88
D1,2012-04-02,Schalke 04,Mainz,1,1,D,0,1,A,10,15,2,2,19,18,13,2,2,2,0,0,1.73
D1,2012-04-02,Leverkusen,Stuttgart,2,2,D,1,1,D,13,14,6,4,19,29,3,3,1,6,1,1,1.75
D1,2012-04-02,Hamburg,Bayern Munich,1,1,D,1,0,H,13,22,1,8,18,16,5,10,2,2,0,0,6.0
D1,2012-04-02,Hertha,Hannover,0,1,A,0,0,D,15,9,3,4,16,24,4,1,0,2,1,0,2.4
D1,2012-04-03,Nurnberg,M'gladbach,1,0,H,0,0,D,16,8,4,4,13,11,5,0,1,1,0,0,3.0
D1,2012-04-03,Hoffenheim,FC Koln,1,1,D,1,0,H,23,9,7,3,21,18,7,2,3,2,0,0,1.62
D1,2012-04-11,Werder Bremen,Mainz,2,1,H,1,0,H,17,13,4,4,11,14,5,4,1,3,0,0,2.0
D1,2012-04-11,Leverkusen,Fortuna Dusseldorf,3,2,H,2,1,H,18,14,10,3,13,18,7,5,0,2,1,0,1.44
D1,2012-04-13,Stuttgart,Werder Bremen,4,1,H,2,1,H,18,9,8,3,18,24,6,3,1,3,0,0,1.73
D1,2012-04-14,Wolfsburg,Augsburg,1,2,A,1,1,D,23,9,10,4,32,20,5,2,3,2,0,0,1.73
D1,2012-04-14,Schalke 04,Dortmund,1,2,A,1,1,D,16,14,4,6,19,19,13,5,3,2,0,0,3.3
D1,2012-04-14,Leverkusen,Hertha,3,3,D,1,0,H,17,17,7,8,14,9,6,6,1,1,0,1,1.53
D1,2012-04-14,Kaiserslautern,Nurnberg,0,2,A,0,1,A,15,11,4,3,11,17,6,1,3,3,0,0,2.8
D1,2012-04-14,Hamburg,Hannover,1,0,H,1,0,H,15,7,8,1,17,21,8,3,2,2,0,0,2.3
D1,2012-04-14,Bayern Munich,Mainz,0,0,D,0,0,D,14,5,2,0,5,14,13,4,1,1,0,0,1.29
D1,2012-04-15,M'gladbach,FC Koln,3,0,H,1,0,H,16,8,8,1,8,9,8,2,1,2,0,0,1.5
D1,2012-04-15,Freiburg,Hoffenheim,0,0,D,0,0,D,10,7,2,0,21,13,4,4,1,1,0,0,2.3
D1,2012-04-20,Mainz,Wolfsburg,0,0,D,0,0,D,15,11,8,3,10,20,3,6,0,1,0,0,1.91
D1,2012-04-21,FC Koln,Stuttgart,1,1,D,0,0,D,19,11,4,4,12,17,9,4,0,2,0,0,4.0
D1,2012-04-21,Dortmund,M'gladbach,2,0,H,1,0,H,18,4,8,1,14,8,6,2,1,1,0,0,1.44
D1,2012-04-21,Hertha,Kaiserslautern,1,2,A,0,2,A,11,15,4,8,13,14,9,5,1,2,1,0,1.53
D1,2012-04-21,Hoffenheim,Leverkusen,0,1,A,0,0,D,15,10,3,4,13,11,6,0,1,0,0,0,2.38
D1,2012-04-21,Nurnberg,Hamburg,1,1,D,0,0,D,13,7,6,4,17,21,2,3,0,1,0,0,2.2
D1,2012-04-21,Werder Bremen,Bayern Munich,1,2,A,0,0,D,16,15,4,6,15,11,4,2,0,0,0,0,3.2
D1,2012-04-22,Augsburg,Schalke 04,1,1,D,1,1,D,15,5,6,2,14,20,5,1,4,3,0,0,3.2
D1,2012-04-22,Hannover,Freiburg,0,0,D,0,0,D,17,11,5,3,14,17,5,4,1,1,0,0,1.83
D1,2012-04-28,Freiburg,FC Koln,4,1,H,1,0,H,17,9,8,4,12,12,7,5,0,1,0,0,2.25
D1,2012-04-28,Bayern Munich,Stuttgart,2,0,H,1,0,H,15,9,6,5,12,14,6,6,1,1,0,0,1.7
D1,2012-04-28,Hamburg,Mainz,0,0,D,0,0,D,15,12,5,5,13,19,4,6,0,1,0,0,2.1
D1,2012-04-28,Hoffenheim,Nurnberg,2,3,A,1,2,A,16,15,7,7,14,14,13,4,1,1,0,0,1.91
D1,2012-04-28,Kaiserslautern,Dortmund,2,5,A,1,3,A,10,17,5,6,7,7,1,2,1,1,0,0,7.0
D1,2012-04-28,Wolfsburg,Werder Bremen,3,1,H,1,1,D,13,11,10,6,25,13,6,5,2,3,0,0,2.1
D1,2012-04-28,Leverkusen,Hannover,1,0,H,0,0,D,13,10,4,2,13,12,5,7,1,0,0,0,1.83
D1,2012-04-28,M'gladbach,Augsburg,0,0,D,0,0,D,12,8,5,1,10,15,3,3,0,2,0,0,1.73
D1,2012-04-28,Schalke 04,Hertha,4,0,H,1,0,H,23,7,6,3,10,12,6,4,1,1,0,0,1.44
D1,2012-05-02,Kaiserslautern,FC Koln,0,1,A,0,0,D,6,18,3,4,14,13,3,9,2,0,1,0,1.75
D1,2012-05-02,Freiburg,Werder Bremen,2,2,D,1,1,D,18,8,6,2,20,19,7,1,2,2,0,0,3.2
D1,2012-05-05,Dortmund,Freiburg,4,0,H,4,0,H,14,8,6,2,10,6,3,1,0,1,0,0,1.3
D1,2012-05-05,Werder Bremen,Schalke 04,2,3,A,1,1,D,19,16,4,5,11,13,11,9,2,1,0,0,2.5
D1,2012-05-05,Stuttgart,Wolfsburg,3,2,H,0,1,A,15,13,5,3,15,20,8,4,2,0,0,0,1.91
D1,2012-05-05,Nurnberg,Leverkusen,1,4,A,0,2,A,12,4,5,4,8,10,5,1,2,2,0,0,2.5
D1,2012-05-05,Hertha,Hoffenheim,3,1,H,1,0,H,16,10,7,3,27,14,3,8,2,2,0,1,1.95
D1,2012-05-05,Hannover,Kaiserslautern,2,1,H,1,1,D,25,11,6,4,12,11,16,2,2,1,0,0,1.33
D1,2012-05-05,FC Koln,Bayern Munich,1,4,A,0,1,A,7,15,2,6,13,19,2,5,1,1,0,0,5.0
D1,2012-05-05,Augsburg,Hamburg,1,0,H,1,0,H,14,11,3,3,15,11,2,6,2,2,0,0,2.4
D1,2012-05-05,Mainz,M'gladbach,0,3,A,0,1,A,5,11,1,5,11,10,4,5,0,0,0,0,2.3
D1,2012-05-10,Augsburg,Werder Bremen,3,1,H,2,1,H,12,15,4,5,17,14,3,3,2,1,0,0,2.9
D1,2012-06-10,Schalke 04,Wolfsburg,3,0,H,1,0,H,13,5,5,4,14,19,10,1,1,0,0,0,1.4
D1,2012-06-10,Greuther Furth,Hamburg,0,1,A,0,1,A,12,8,2,4,22,24,6,1,4,2,0,0,2.7
D1,2012-06-10,Freiburg,Nurnberg,3,0,H,1,0,H,18,11,7,4,17,17,3,9,3,3,0,0,2.1
D1,2012-06-10,Bayern Munich,Hoffenheim,2,0,H,1,0,H,13,4,2,1,14,20,8,1,0,3,0,0,1.14
D1,2012-06-10,Mainz,Fortuna Dusseldorf,1,0,H,0,0,D,13,7,3,4,22,13,2,2,4,2,0,1,1.83
D1,2012-07-04,Bayern Munich,Augsburg,2,1,H,1,1,D,18,7,5,3,15,14,3,5,1,0,0,0,1.13
D1,2012-07-04,Freiburg,Nurnberg,2,2,D,0,2,A,12,14,3,5,22,24,5,7,3,4,0,0,2.1
D1,2012-07-04,Kaiserslautern,Hoffenheim,1,2,A,0,1,A,14,13,5,5,21,24,3,1,3,2,0,0,2.75
D1,2012-07-04,M'gladbach,Hertha,0,0,D,0,0,D,12,6,3,5,15,21,1,3,0,1,0,0,1.57
D1,2012-07-04,FC Koln,Werder Bremen,1,1,D,1,1,D,13,7,4,1,19,19,7,9,3,2,0,0,2.8
D1,2012-07-04,Wolfsburg,Dortmund,1,3,A,0,1,A,11,11,6,4,17,9,5,6,1,2,1,0,5.5
D1,2012-07-04,Stuttgart,Mainz,4,1,H,1,1,D,10,14,6,3,7,17,13,2,1,1,0,0,2.05
D1,2012-07-10,M'gladbach,Ein Frankfurt,2,0,H,2,0,H,6,12,3,3,18,19,1,7,4,0,0,0,2.25
D1,2012-07-10,Hannover,Dortmund,1,1,D,0,1,A,14,12,6,3,19,17,7,3,4,0,0,0,5.0
D1,2012-07-10,Stuttgart,Leverkusen,2,2,D,1,1,D,10,13,2,6,14,19,4,7,2,3,0,0,2.4
D1,2012-07-12,Hamburg,Hoffenheim,2,0,H,1,0,H,10,14,4,3,16,9,1,3,1,1,0,0,2.0
D1,2012-08-04,Hamburg,Leverkusen,1,1,D,1,0,H,18,15,4,9,20,12,5,4,2,2,0,0,2.75
D1,2012-08-04,Schalke 04,Hannover,3,0,H,1,0,H,16,4,10,0,14,14,4,1,0,1,0,0,1.67
D1,2012-08-12,Nurnberg,Fortuna Dusseldorf,2,0,H,1,0,H,13,8,5,1,15,19,2,4,1,6,0,0,1.91
D1,2012-08-12,Augsburg,Bayern Munich,0,2,A,0,1,A,14,18,3,6,11,11,4,3,0,0,0,0,10.0
D1,2012-08-12,Dortmund,Wolfsburg,2,3,A,1,2,A,20,6,10,4,13,19,8,4,3,3,1,0,1.29
D1,2012-08-12,Ein Frankfurt,Werder Bremen,4,1,H,0,0,D,18,12,7,6,17,21,3,4,4,2,0,0,2.4
D1,2012-08-12,Stuttgart,Schalke 04,3,1,H,2,1,H,13,13,7,3,24,17,4,8,4,1,1,1,3.1
D1,2012-08-12,Freiburg,Greuther Furth,1,0,H,1,0,H,11,9,3,1,16,21,3,2,2,4,0,0,1.7
D1,2012-08-24,Dortmund,Werder Bremen,2,1,H,1,0,H,19,10,6,3,18,14,7,2,2,2,0,0,1.3
D1,2012-08-25,Augsburg,Fortuna Dusseldorf,0,2,A,0,0,D,16,9,4,4,16,14,3,0,3,2,0,0,2.0
D1,2012-08-25,M'gladbach,Hoffenheim,2,1,H,1,0,H,7,14,3,8,9,6,6,4,2,0,0,0,1.91
D1,2012-08-25,Hamburg,Nurnberg,0,1,A,0,0,D,11,18,5,8,16,20,9,6,4,2,0,0,2.05
D1,2012-08-25,Greuther Furth,Bayern Munich,0,3,A,0,1,A,6,19,2,9,21,13,2,4,2,2,0,0,8.5
D1,2012-08-25,Freiburg,Mainz,1,1,D,0,0,D,8,8,4,3,14,13,9,8,0,2,0,0,2.5
D1,2012-08-25,Ein Frankfurt,Leverkusen,2,1,H,0,1,A,20,19,4,10,15,22,6,7,1,2,0,0,2.8
D1,2012-08-25,Stuttgart,Wolfsburg,0,1,A,0,0,D,10,13,5,3,16,23,7,6,1,0,0,0,2.0
D1,2012-08-26,Hannover,Schalke 04,2,2,D,1,0,H,9,15,2,7,12,16,3,6,1,3,0,0,2.88
D1,2012-08-31,Mainz,Greuther Furth,0,1,A,0,0,D,11,7,3,2,17,23,8,0,1,3,0,0,1.8
D1,2012-09-03,Stuttgart,Kaiserslautern,0,0,D,0,0,D,22,7,9,1,11,22,8,3,0,0,0,0,1.67
D1,2012-09-11,Mainz,Nurnberg,2,1,H,2,1,H,12,10,2,3,17,21,3,6,5,5,0,0,1.8
D1,2012-09-12,Hannover,Leverkusen,3,2,H,1,1,D,8,13,5,4,11,15,4,3,0,3,0,0,2.8
D1,2012-09-12,M'gladbach,Mainz,2,0,H,0,0,D,10,14,2,4,11,12,2,6,2,2,0,0,2.4
D1,2012-09-14,Augsburg,Wolfsburg,0,0,D,0,0,D,7,11,2,4,14,25,5,3,1,2,0,0,2.7
D1,2012-09-15,Dortmund,Leverkusen,3,0,H,2,0,H,14,6,7,2,10,14,9,2,1,2,0,0,1.44
D1,2012-09-15,Hannover,Werder Bremen,3,2,H,2,1,H,13,11,5,4,19,19,7,4,3,3,1,0,2.3
D1,2012-09-15,Greuther Furth,Schalke 04,0,2,A,0,0,D,9,10,0,4,18,14,5,4,2,0,0,0,3.75
D1,2012-09-15,Bayern Munich,Mainz,3,1,H,2,0,H,21,7,9,1,12,18,10,2,1,2,0,0,1.17
D1,2012-09-15,Stuttgart,Fortuna Dusseldorf,0,0,D,0,0,D,10,6,3,2,19,13,7,4,1,0,0,0,1.62
D1,2012-09-15,M'gladbach,Nurnberg,2,3,A,1,2,A,14,11,6,3,12,17,5,6,2,2,0,0,2.0
D1,2012-09-16,Ein Frankfurt,Hamburg,3,2,H,2,1,H,17,14,6,7,15,19,7,6,0,1,0,1,2.0
D1,2012-09-16,Freiburg,Hoffenheim,5,3,H,2,1,H,23,9,9,5,11,18,11,2,2,5,0,0,2.4
D1,2012-09-21,Nurnberg,Ein Frankfurt,1,2,A,0,1,A,14,12,5,5,9,17,8,5,1,3,0,0,2.1
D1,2012-09-22,Fortuna Dusseldorf,Freiburg,0,0,D,0,0,D,11,11,2,3,13,17,3,6,2,2,0,0,2.15
D1,2012-09-22,Hamburg,Dortmund,3,2,H,1,0,H,7,28,3,12,20,11,2,10,3,1,0,0,5.25
D1,2012-09-22,Mainz,Augsburg,2,0,H,2,0,H,11,11,5,3,23,17,4,6,0,2,0,0,1.73
D1,2012-09-22,Schalke 04,Bayern Munich,0,2,A,0,0,D,14,13,5,5,14,18,2,3,2,0,0,0,4.0
D1,2012-09-22,Wolfsburg,Greuther Furth,1,1,D,1,1,D,12,8,5,1,20,22,7,2,0,2,0,0,1.8
D1,2012-09-23,Leverkusen,M'gladbach,1,1,D,1,1,D,31,5,9,1,13,12,10,3,0,4,0,0,1.91
D1,2012-09-23,Hoffenheim,Hannover,3,1,H,1,1,D,16,5,6,2,13,18,8,2,3,2,0,0,2.5
D1,2012-09-23,Werder Bremen,Stuttgart,2,2,D,2,0,H,11,13,6,2,17,13,6,7,4,0,1,1,1.91
D1,2012-09-25,Ein Frankfurt,Dortmund,3,3,D,0,2,A,14,9,5,7,13,15,6,4,2,1,0,0,4.2
D1,2012-09-25,Greuther Furth,Fortuna Dusseldorf,0,2,A,0,2,A,11,10,3,5,22,15,4,2,2,2,0,0,2.15
D1,2012-09-25,Schalke 04,Mainz,3,0,H,1,0,H,16,10,9,3,10,11,7,3,2,2,0,0,1.57
D1,2012-09-25,Bayern Munich,Wolfsburg,3,0,H,1,0,H,25,4,13,1,15,18,10,2,1,1,0,0,1.2
D1,2012-09-26,Augsburg,Leverkusen,1,3,A,0,3,A,11,12,6,6,9,17,3,2,1,3,0,0,3.2
D1,2012-09-26,Freiburg,Werder Bremen,1,2,A,1,0,H,18,5,7,3,15,24,7,2,2,4,0,0,2.5
D1,2012-09-26,Hannover,Nurnberg,4,1,H,2,0,H,7,6,4,2,15,19,5,6,3,2,0,0,2.1
D1,2012-09-26,M'gladbach,Hamburg,2,2,D,1,2,A,9,18,4,4,12,19,4,5,2,1,1,0,1.91
D1,2012-09-26,Stuttgart,Hoffenheim,0,3,A,0,1,A,8,16,3,10,18,15,4,5,2,2,0,0,1.83
D1,2012-09-28,Fortuna Dusseldorf,Schalke 04,2,2,D,0,2,A,7,14,2,6,10,9,4,4,1,1,0,0,4.33
D1,2012-09-29,Werder Bremen,Bayern Munich,0,2,A,0,0,D,8,19,2,5,14,17,2,6,2,2,0,0,6.0
D1,2012-09-29,Hamburg,Hannover,1,0,H,1,0,H,10,14,4,5,25,12,2,8,3,1,0,0,2.3
D1,2012-09-29,Dortmund,M'gladbach,5,0,H,2,0,H,17,9,8,3,10,8,10,5,0,1,0,0,1.36
D1,2012-09-29,Hoffenheim,Augsburg,0,0,D,0,0,D,9,5,2,2,19,16,6,2,2,1,1,0,1.75
D1,2012-09-29,Nurnberg,Stuttgart,0,2,A,0,1,A,13,9,3,5,19,28,9,3,0,2,0,0,2.3
D1,2012-09-29,Leverkusen,Greuther Furth,2,0,H,0,0,D,13,7,7,1,15,14,7,2,1,1,0,0,1.44
D1,2012-09-30,Wolfsburg,Mainz,0,2,A,0,2,A,19,7,5,3,18,18,11,2,3,3,0,0,2.1
D1,2012-09-30,Ein Frankfurt,Freiburg,2,1,H,0,0,D,8,12,4,5,17,17,6,6,1,3,0,1,1.75
D1,2012-10-02,Wolfsburg,Freiburg,3,2,H,2,2,D,15,8,8,2,24,11,5,3,2,1,0,0,1.7
D1,2012-10-03,Augsburg,Dortmund,0,0,D,0,0,D,4,14,2,3,16,16,2,5,2,2,0,0,8.5
D1,2012-10-03,FC Koln,Hertha,1,0,H,1,0,H,16,14,5,7,13,22,5,5,2,3,2,1,2.38
D1,2012-10-03,Mainz,Nurnberg,2,1,H,2,0,H,13,15,3,2,18,19,4,5,0,5,1,0,1.91
D1,2012-10-03,M'gladbach,Freiburg,0,0,D,0,0,D,13,6,3,3,8,9,3,4,2,1,0,0,1.53
D1,2012-10-03,Wolfsburg,Leverkusen,3,2,H,2,1,H,11,7,6,4,25,16,4,3,5,1,0,0,2.88
D1,2012-10-03,Bayern Munich,Hoffenheim,7,1,H,5,0,H,19,4,10,0,11,16,13,4,0,1,0,0,1.25
D1,2012-10-04,Augsburg,Stuttgart,1,3,A,1,2,A,20,14,2,9,16,19,9,2,2,3,0,0,2.7
D1,2012-10-04,Werder Bremen,M'gladbach,2,2,D,1,0,H,14,23,6,7,6,13,3,5,0,4,1,0,2.4
D1,2012-10-04,Mainz,FC Koln,4,0,H,3,0,H,7,3,4,0,14,13,3,2,2,0,0,0,1.57
D1,2012-10-04,Hertha,Freiburg,1,2,A,0,1,A,12,10,4,5,18,14,6,1,4,1,0,0,2.1
D1,2012-10-11,Schalke 04,Werder Bremen,2,1,H,0,1,A,5,9,4,3,18,15,2,7,1,1,0,0,1.44
D1,2012-10-11,Freiburg,Hamburg,0,0,D,0,0,D,16,9,3,4,19,20,9,3,2,3,0,1,2.0
D1,2012-10-11,Fortuna Dusseldorf,Hoffenheim,1,1,D,1,1,D,11,4,3,1,17,18,6,1,1,1,0,1,2.75
D1,2012-10-11,Bayern Munich,Ein Frankfurt,2,0,H,1,0,H,19,13,12,2,11,12,8,4,0,3,0,0,1.17
D1,2012-10-11,Augsburg,Dortmund,1,3,A,0,1,A,16,16,8,4,12,13,4,5,2,2,0,0,6.5
D1,2012-10-19,Hoffenheim,Greuther Furth,3,3,D,1,1,D,19,16,11,8,15,21,4,4,0,5,0,0,1.83
D1,2012-10-20,Leverkusen,Mainz,2,2,D,1,0,H,14,10,8,3,8,15,5,3,4,3,0,0,1.67
D1,2012-10-20,Werder Bremen,M'gladbach,4,0,H,2,0,H,20,9,7,2,12,11,10,3,1,2,0,0,2.1
D1,2012-10-20,Wolfsburg,Freiburg,0,2,A,0,1,A,9,8,2,5,23,14,7,1,1,2,0,0,2.25
D1,2012-10-20,Fortuna Dusseldorf,Bayern Munich,0,5,A,0,2,A,2,24,1,14,18,13,2,6,3,1,0,0,11.0
D1,2012-10-20,Ein Frankfurt,Hannover,3,1,H,2,1,H,15,14,7,4,18,17,6,8,2,4,0,0,2.1
D1,2012-10-20,Dortmund,Schalke 04,1,2,A,0,1,A,8,7,4,4,18,14,4,5,2,3,0,0,1.62
D1,2012-10-21,Nurnberg,Augsburg,0,0,D,0,0,D,8,10,2,4,24,22,4,2,4,3,0,0,2.0
D1,2012-10-21,Hamburg,Stuttgart,0,1,A,0,1,A,18,21,8,6,21,13,3,4,0,2,0,0,2.25
D1,2012-10-26,Augsburg,Hamburg,0,2,A,0,1,A,19,10,2,4,10,19,13,3,1,3,0,0,2.38
D1,2012-10-27,Greuther Furth,Werder Bremen,1,1,D,1,1,D,10,16,3,8,24,17,4,6,3,1,0,0,2.6
D1,2012-10-27,Freiburg,Dortmund,0,2,A,0,0,D,6,17,2,6,19,18,3,7,2,3,0,0,5.5
D1,2012-10-27,Fortuna Dusseldorf,Wolfsburg,1,4,A,0,0,D,6,10,2,7,19,18,1,4,1,1,1,0,2.3
D1,2012-10-27,Mainz,Hoffenheim,3,0,H,1,0,H,11,7,5,2,12,19,4,2,1,2,0,0,2.0
D1,2012-10-27,Schalke 04,Nurnberg,1,0,H,0,0,D,17,10,8,2,12,15,4,3,0,3,0,0,1.3
D1,2012-10-28,Bayern Munich,Leverkusen,1,2,A,0,1,A,23,5,6,5,15,17,14,2,3,1,0,0,1.22
D1,2012-10-28,Stuttgart,Ein Frankfurt,2,1,H,1,0,H,14,13,4,7,17,18,10,5,2,3,0,0,2.1
D1,2012-10-28,Hannover,M'gladbach,2,3,A,0,0,D,5,14,3,9,17,15,4,7,2,1,0,0,1.91
D1,2012-11-02,Werder Bremen,Hoffenheim,1,1,D,0,1,A,14,11,4,6,24,28,9,5,3,4,0,0,1.83
D1,2012-11-02,Stuttgart,Hertha,5,0,H,4,0,H,19,4,12,0,18,14,4,3,1,1,0,1,1.8
D1,2012-11-02,M'gladbach,Schalke 04,3,0,H,3,0,H,10,10,4,1,10,9,2,1,1,3,0,0,2.38
D1,2012-11-02,Mainz,Hannover,1,1,D,1,0,H,13,15,4,7,16,12,7,7,3,3,0,0,1.91
D1,2012-11-02,Dortmund,Leverkusen,1,0,H,1,0,H,14,3,5,1,14,14,3,4,0,0,0,0,1.4
D1,2012-11-02,Bayern Munich,Kaiserslautern,2,0,H,2,0,H,18,5,10,1,12,25,6,1,1,2,0,0,1.14
D1,2012-11-03,Werder Bremen,Hannover,3,0,H,1,0,H,10,14,7,4,16,29,2,3,0,4,0,0,2.0
D1,2012-11-03,Schalke 04,Hamburg,3,1,H,3,1,H,11,20,7,5,20,16,4,7,3,4,0,0,1.83
D1,2012-11-04,Nurnberg,Schalke 04,4,1,H,3,0,H,12,6,4,1,17,26,6,1,1,3,0,0,3.0
D1,2012-11-04,Hoffenheim,Hamburg,4,0,H,2,0,H,11,11,6,6,18,21,3,9,2,3,0,0,2.2
D1,2012-11-04,Hannover,Wolfsburg,2,0,H,1,0,H,7,13,3,5,16,11,5,6,0,1,0,0,2.1
D1,2012-11-04,Dortmund,Bayern Munich,1,0,H,0,0,D,13,7,6,4,9,10,3,4,0,0,0,0,2.6
D1,2012-11-04,Leverkusen,Kaiserslautern,3,1,H,1,1,D,15,16,8,4,9,9,2,4,0,1,0,0,1.4
D1,2012-11-11,Greuther Furth,M'gladbach,2,4,A,2,1,H,11,10,3,7,15,13,4,4,2,0,2,0,2.6
D1,2012-11-11,Stuttgart,Hannover,2,4,A,2,0,H,13,10,8,4,21,17,10,5,2,3,0,0,2.0
D1,2012-11-11,Wolfsburg,Leverkusen,3,1,H,3,0,H,12,9,6,4,8,17,5,6,1,3,0,0,3.1
D1,2012-11-17,Dortmund,Greuther Furth,3,1,H,3,1,H,15,5,6,2,7,10,3,1,2,2,0,0,1.17
D1,2012-11-17,Nurnberg,Bayern Munich,1,1,D,0,1,A,7,7,2,4,13,25,7,8,3,2,1,0,10.0
D1,2012-11-17,Hamburg,Mainz,1,0,H,0,0,D,10,14,4,3,20,11,8,7,2,1,0,0,2.4
D1,2012-11-17,Hannover,Freiburg,1,2,A,1,1,D,15,21,5,8,12,15,11,6,2,1,0,0,2.1
D1,2012-11-17,Leverkusen,Schalke 04,2,0,H,1,0,H,18,8,7,3,6,13,3,1,1,2,0,1,2.63
D1,2012-11-17,M'gladbach,Stuttgart,1,2,A,1,1,D,12,13,5,6,17,16,9,2,3,4,0,0,2.38
D1,2012-11-17,Ein Frankfurt,Augsburg,4,2,H,2,1,H,19,7,4,2,16,19,6,6,1,3,0,0,1.73
D1,2012-11-18,Hoffenheim,Wolfsburg,1,3,A,0,2,A,25,8,7,4,12,14,10,0,2,1,0,0,2.25
D1,2012-11-18,Werder Bremen,Fortuna Dusseldorf,2,1,H,0,1,A,22,4,6,3,21,15,10,1,3,3,1,0,1.53
D1,2012-11-23,Fortuna Dusseldorf,Hamburg,2,0,H,1,0,H,11,13,3,4,18,13,3,8,2,3,0,0,3.0
D1,2012-11-24,Schalke 04,Ein Frankfurt,1,1,D,1,1,D,18,11,4,2,12,13,9,1,1,1,0,1,1.5
