Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,ASAS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H
D1,2012-11-24,Bayern Munich,Hannover,5,0,H,3,0,H,19,8,14,5,14,16,5,2,2,3,0,0,1.17
D1,2012-11-24,Greuther Furth,Nurnberg,0,0,D,0,0,D,5,3,1,0,23,20,6,1,2,2,1,1,2.5
D1,2012-11-24,Mainz,Dortmund,1,2,A,1,2,A,10,12,3,5,19,8,4,2,4,0,0,0,5.5
D1,2012-11-24,Wolfsburg,Werder Bremen,1,1,D,0,1,A,14,12,5,2,17,16,5,7,2,2,0,1,2.25
D1,2012-11-25,Augsburg,M'gladbach,1,1,D,1,0,H,13,9,1,3,19,10,3,1,1,2,0,0,2.38
D1,2012-11-25,Freiburg,Stuttgart,3,0,H,1,0,H,26,10,11,2,12,19,10,3,2,3,0,0,2.2
D1,2012-11-25,Hoffenheim,Leverkusen,1,2,A,0,2,A,24,8,5,4,12,18,4,1,1,2,0,0,3.1
D1,2012-11-27,Dortmund,Fortuna Dusseldorf,1,1,D,1,0,H,22,5,7,1,5,16,7,2,1,1,0,1,1.13
D1,2012-11-27,Hannover,Greuther Furth,2,0,H,1,0,H,12,11,5,3,20,21,3,5,1,1,0,0,1.62
D1,2012-11-27,Hamburg,Schalke 04,3,1,H,0,0,D,19,20,6,8,12,9,3,7,2,1,0,0,4.5
D1,2012-11-27,Ein Frankfurt,Mainz,1,3,A,0,2,A,11,10,6,5,20,16,8,3,2,1,0,1,2.1
D1,2012-11-28,Werder Bremen,Leverkusen,1,4,A,0,1,A,17,9,5,5,20,15,9,3,3,1,0,0,2.6
D1,2012-11-28,Freiburg,Bayern Munich,0,2,A,0,1,A,10,12,4,6,9,18,1,6,1,1,1,0,8.0
D1,2012-11-28,M'gladbach,Wolfsburg,2,0,H,2,0,H,12,17,6,6,11,16,2,8,1,2,0,0,2.38
D1,2012-11-28,Nurnberg,Hoffenheim,4,2,H,2,1,H,14,15,6,5,24,22,1,3,1,4,0,0,2.3
D1,2012-11-28,Stuttgart,Augsburg,2,1,H,1,1,D,10,16,3,8,14,17,1,5,1,1,0,0,1.6
D1,2012-11-30,Fortuna Dusseldorf,Ein Frankfurt,4,0,H,2,0,H,13,7,6,2,9,14,5,2,2,2,0,1,2.88
D1,2012-12-02,Augsburg,Nurnberg,0,0,D,0,0,D,9,12,1,4,23,23,6,3,2,4,0,0,2.7
D1,2012-12-02,FC Koln,Hamburg,0,1,A,0,0,D,10,19,2,4,18,17,5,6,3,1,0,0,3.1
D1,2012-12-14,Bayern Munich,M'gladbach,1,1,D,0,1,A,26,5,10,1,13,18,14,4,1,2,0,0,1.14
D1,2012-12-15,Greuther Furth,Augsburg,1,1,D,0,1,A,12,7,7,5,18,25,4,3,0,4,1,1,2.38
D1,2012-12-15,Fortuna Dusseldorf,Hannover,2,1,H,1,0,H,10,13,5,5,10,16,5,3,2,3,0,0,2.75
D1,2012-12-15,Leverkusen,Hamburg,3,0,H,2,0,H,18,16,6,4,10,14,6,7,1,2,0,0,1.6
D1,2012-12-15,Mainz,Stuttgart,3,1,H,0,0,D,16,7,10,2,16,17,4,5,3,2,0,0,2.25
D1,2012-12-15,Schalke 04,Freiburg,1,3,A,1,2,A,16,15,4,5,17,12,11,6,1,0,1,1,1.67
D1,2012-12-15,Wolfsburg,Ein Frankfurt,0,2,A,0,2,A,7,18,3,6,23,15,3,7,2,1,1,0,2.1
D1,2012-12-16,Hoffenheim,Dortmund,1,3,A,1,1,D,9,17,1,9,19,18,1,4,1,0,0,0,7.0
D1,2012-12-16,Werder Bremen,Nurnberg,1,1,D,0,0,D,26,9,7,5,15,19,9,1,1,4,0,0,1.83
D1,2013-01-02,Werder Bremen,Hannover,2,0,H,0,0,D,30,6,14,3,10,9,10,0,0,3,0,0,1.85
D1,2013-01-03,Ein Frankfurt,M'gladbach,0,1,A,0,1,A,14,11,2,2,13,17,8,5,4,2,0,0,2.0
D1,2013-01-09,Stuttgart,Hoffenheim,6,2,H,3,1,H,13,12,7,3,20,20,3,5,2,2,0,0,2.3
D1,2013-01-09,Ein Frankfurt,Dortmund,1,2,A,1,1,D,17,16,4,8,6,19,8,6,1,2,0,0,6.0
D1,2013-01-11,Dortmund,Stuttgart,6,1,H,2,1,H,17,3,10,1,15,4,6,1,1,0,0,0,1.22
D1,2013-01-12,Hannover,Ein Frankfurt,2,0,H,1,0,H,13,12,3,4,19,18,7,7,1,2,0,1,2.4
D1,2013-01-12,M'gladbach,Freiburg,1,0,H,0,0,D,12,9,4,4,8,14,6,4,1,2,0,0,1.4
D1,2013-01-18,Schalke 04,Hannover,5,4,H,1,0,H,14,9,8,4,17,13,6,3,4,4,0,0,1.67
D1,2013-01-19,Leverkusen,Ein Frankfurt,3,1,H,2,0,H,22,11,6,1,21,15,9,2,1,2,0,0,1.67
D1,2013-01-19,Mainz,Freiburg,0,0,D,0,0,D,7,12,3,1,16,22,1,5,2,2,1,0,2.2
D1,2013-01-19,Wolfsburg,Stuttgart,2,0,H,0,0,D,7,21,2,5,17,11,3,8,0,2,0,0,2.1
D1,2013-01-19,Werder Bremen,Dortmund,0,5,A,0,2,A,8,15,3,9,17,11,4,3,0,2,0,0,5.0
D1,2013-01-19,Hoffenheim,M'gladbach,0,0,D,0,0,D,17,12,3,1,11,18,8,4,3,2,0,0,2.38
D1,2013-01-19,Bayern Munich,Greuther Furth,2,0,H,1,0,H,22,5,5,1,12,10,17,0,1,1,0,0,1.1
D1,2013-01-20,Nurnberg,Hamburg,1,1,D,0,0,D,8,10,3,3,10,20,2,5,2,3,0,0,2.3
D1,2013-01-20,Fortuna Dusseldorf,Augsburg,2,3,A,0,2,A,15,23,4,12,9,25,6,9,1,4,0,0,2.3
D1,2013-01-25,Dortmund,Nurnberg,3,0,H,2,0,H,19,7,9,4,13,8,3,3,0,0,0,0,1.18
D1,2013-01-26,M'gladbach,Fortuna Dusseldorf,2,1,H,2,0,H,9,14,4,3,17,16,5,3,1,0,0,0,1.62
D1,2013-01-26,Hannover,Wolfsburg,2,1,H,2,0,H,5,25,3,10,15,13,3,5,3,2,1,0,2.1
D1,2013-01-26,Greuther Furth,Mainz,0,3,A,0,0,D,10,11,4,8,18,20,7,2,1,3,0,0,3.1
D1,2013-01-26,Freiburg,Leverkusen,0,0,D,0,0,D,13,15,4,2,12,17,3,2,1,2,0,0,2.75
D1,2013-01-26,Ein Frankfurt,Hoffenheim,2,1,H,1,0,H,16,12,6,5,19,21,7,6,3,3,0,0,1.95
D1,2013-01-26,Augsburg,Schalke 04,0,0,D,0,0,D,14,11,4,4,14,22,4,4,1,4,0,0,3.6
D1,2013-01-27,Stuttgart,Bayern Munich,0,2,A,0,0,D,5,13,2,4,26,17,0,6,2,1,1,0,8.0
D1,2013-01-27,Hamburg,Werder Bremen,3,2,H,1,1,D,9,14,4,6,19,16,3,7,2,2,0,2,2.38
D1,2013-02-02,Schalke 04,Greuther Furth,1,2,A,0,0,D,25,9,4,5,15,19,10,1,1,4,0,0,1.33
D1,2013-02-02,Wolfsburg,Augsburg,1,1,D,1,1,D,10,10,6,4,15,17,11,2,2,3,0,0,1.83
D1,2013-02-02,Mainz,Bayern Munich,0,3,A,0,1,A,10,10,0,6,15,10,6,4,3,0,0,0,8.0
D1,2013-02-02,Fortuna Dusseldorf,Stuttgart,3,1,H,2,0,H,12,7,5,4,13,18,3,5,2,3,0,0,3.2
D1,2013-02-02,Hoffenheim,Freiburg,2,1,H,2,1,H,9,9,3,5,23,15,3,6,3,2,0,0,2.5
D1,2013-02-02,Hamburg,Ein Frankfurt,0,2,A,0,2,A,23,16,10,5,19,11,7,6,3,1,0,0,2.3
D1,2013-02-03,Wolfsburg,Schalke 04,1,4,A,0,1,A,8,13,4,7,6,16,4,5,1,1,0,0,2.6
D1,2013-02-03,Werder Bremen,Augsburg,0,1,A,0,1,A,16,12,3,5,18,21,11,5,3,5,0,0,1.83
D1,2013-02-03,Nurnberg,Freiburg,1,1,D,1,0,H,11,14,4,4,29,14,4,7,2,2,0,0,2.6
D1,2013-02-03,Leverkusen,Stuttgart,2,1,H,0,1,A,30,5,8,4,13,16,6,0,3,2,0,0,1.53
D1,2013-02-03,Hamburg,Greuther Furth,1,1,D,1,1,D,18,6,8,2,11,9,5,1,1,1,0,0,1.62
D1,2013-02-03,Dortmund,Hannover,3,1,H,2,1,H,23,6,6,2,19,19,2,3,0,2,0,0,1.3
D1,2013-02-11,Braunschweig,Leverkusen,1,0,H,0,0,D,17,16,7,8,12,21,4,4,2,2,0,1,7.0
D1,2013-02-11,Ein Frankfurt,Wolfsburg,1,2,A,1,1,D,10,10,5,3,15,16,8,1,3,2,0,0,2.3
D1,2013-02-11,Hertha,Schalke 04,0,2,A,0,1,A,18,11,9,5,21,18,6,4,3,1,0,0,2.3
D1,2013-02-11,Hoffenheim,Bayern Munich,1,2,A,1,1,D,7,17,3,7,20,16,6,4,2,0,0,0,12.0
D1,2013-02-11,Hamburg,M'gladbach,0,2,A,0,1,A,17,8,8,4,11,12,7,2,0,2,0,0,2.3
D1,2013-02-11,Nurnberg,Freiburg,0,3,A,0,0,D,20,14,12,8,10,15,9,5,0,1,0,1,2.0
D1,2013-02-15,Wolfsburg,Bayern Munich,0,2,A,0,1,A,8,7,1,3,26,18,3,2,5,2,0,0,7.0
D1,2013-02-16,Werder Bremen,Freiburg,2,3,A,1,1,D,9,14,5,12,23,16,6,5,0,1,0,0,2.0
D1,2013-02-16,Dortmund,Ein Frankfurt,3,0,H,2,0,H,9,7,5,1,17,18,3,4,4,3,1,0,1.4
D1,2013-02-16,Fortuna Dusseldorf,Greuther Furth,1,0,H,1,0,H,13,3,8,1,20,28,5,4,2,4,0,1,2.3
D1,2013-02-16,Hamburg,M'gladbach,1,0,H,1,0,H,6,5,2,1,18,17,3,3,1,1,0,0,1.91
D1,2013-02-16,Leverkusen,Augsburg,2,1,H,1,0,H,13,12,5,4,11,14,4,3,0,0,0,0,1.5
D1,2013-02-16,Mainz,Schalke 04,2,2,D,1,1,D,14,9,5,5,10,16,4,4,1,3,0,0,2.25
D1,2013-02-17,Nurnberg,Hannover,2,2,D,0,1,A,10,9,5,6,11,18,4,1,0,2,0,0,2.0
D1,2013-02-17,Hoffenheim,Stuttgart,0,1,A,0,1,A,8,7,3,3,13,17,1,1,2,6,0,0,2.25
D1,2013-02-22,Freiburg,Ein Frankfurt,0,0,D,0,0,D,8,8,5,1,13,10,3,1,1,3,0,0,2.05
D1,2013-02-23,Stuttgart,Nurnberg,1,1,D,0,0,D,15,10,8,2,13,17,8,4,1,3,0,0,2.1
D1,2013-02-23,Augsburg,Hoffenheim,2,1,H,1,0,H,20,7,3,2,17,24,3,1,1,5,0,0,2.1
D1,2013-02-23,Bayern Munich,Werder Bremen,6,1,H,2,0,H,14,11,8,4,6,13,7,4,0,2,0,1,1.17
D1,2013-02-23,Hannover,Hamburg,5,1,H,3,1,H,13,23,6,12,16,13,4,6,1,0,0,0,2.5
D1,2013-02-23,Mainz,Wolfsburg,1,1,D,1,1,D,13,5,2,3,22,12,4,4,1,2,0,1,2.0
D1,2013-02-23,Schalke 04,Fortuna Dusseldorf,2,1,H,1,0,H,18,5,7,1,18,17,4,3,1,2,0,0,1.44
D1,2013-02-24,Greuther Furth,Leverkusen,0,0,D,0,0,D,10,22,4,11,17,12,4,10,2,1,0,0,4.75
D1,2013-02-24,M'gladbach,Dortmund,1,1,D,0,1,A,6,15,3,4,16,9,3,7,3,1,0,0,5.0
D1,2013-03-02,Leverkusen,Dortmund,2,3,A,0,2,A,27,12,8,7,21,16,12,4,5,1,0,0,3.3
D1,2013-03-02,Nurnberg,M'gladbach,2,1,H,2,0,H,10,12,5,6,24,20,5,5,2,3,0,0,2.4
D1,2013-03-03,Fortuna Dusseldorf,Mainz,1,1,D,1,1,D,13,5,3,3,13,14,7,3,3,2,0,0,3.0
D1,2013-03-03,Hoffenheim,Bayern Munich,0,1,A,0,1,A,9,19,3,7,24,12,4,8,3,1,0,0,12.0
D1,2013-03-05,M'gladbach,Schalke 04,0,1,A,0,0,D,12,15,0,5,14,22,6,8,2,3,0,0,3.5
D1,2013-03-11,Werder Bremen,Hannover,3,2,H,2,2,D,12,18,6,6,20,24,3,6,3,4,0,0,2.25
D1,2013-03-11,Augsburg,Mainz,2,1,H,1,0,H,19,11,7,4,13,21,6,3,3,3,0,1,2.0
D1,2013-03-15,Wolfsburg,Fortuna Dusseldorf,1,1,D,0,1,A,18,9,6,3,13,14,7,1,2,2,0,0,1.8
D1,2013-03-16,Werder Bremen,Greuther Furth,2,2,D,0,0,D,18,9,8,3,11,23,9,4,0,2,0,0,1.5
D1,2013-03-16,Dortmund,Freiburg,5,1,H,3,1,H,21,6,11,2,16,18,4,1,1,2,0,0,1.36
D1,2013-03-16,Nurnberg,Schalke 04,3,0,H,1,0,H,12,15,8,5,11,11,6,4,0,1,0,0,3.1
D1,2013-03-16,Leverkusen,Bayern Munich,1,2,A,0,1,A,13,15,2,2,16,15,15,7,3,1,0,0,4.2
D1,2013-03-16,Hoffenheim,Mainz,0,0,D,0,0,D,12,7,3,2,14,19,5,7,2,1,0,0,2.5
D1,2013-03-16,Hamburg,Augsburg,0,1,A,0,1,A,17,6,5,1,20,17,10,3,2,2,1,0,1.91
D1,2013-03-17,M'gladbach,Hannover,1,0,H,1,0,H,11,14,4,5,7,7,6,3,1,4,0,1,2.0
D1,2013-03-17,Ein Frankfurt,Stuttgart,1,2,A,1,0,H,14,12,4,3,17,13,8,4,1,2,0,0,2.0
D1,2013-03-30,Augsburg,Hannover,0,2,A,0,0,D,23,10,5,2,10,17,14,1,0,5,0,0,2.0
D1,2013-03-30,Schalke 04,Hoffenheim,3,0,H,0,0,D,14,5,5,1,13,15,3,3,1,2,0,0,1.57
D1,2013-03-30,Bayern Munich,Hamburg,9,2,H,5,0,H,25,10,15,8,6,14,7,3,0,0,0,0,1.3
D1,2013-03-30,Fortuna Dusseldorf,Leverkusen,1,4,A,1,1,D,12,14,3,4,11,20,4,1,3,2,0,0,4.33
D1,2013-03-30,Freiburg,M'gladbach,2,0,H,0,0,D,13,6,6,2,14,15,9,2,1,2,0,0,2.0
D1,2013-03-30,Stuttgart,Dortmund,1,2,A,0,1,A,11,15,5,6,17,15,3,8,2,2,1,0,3.8
D1,2013-03-30,Mainz,Werder Bremen,1,1,D,1,0,H,10,13,5,6,15,15,4,9,3,2,0,0,2.05
D1,2013-03-31,Greuther Furth,Ein Frankfurt,2,3,A,1,1,D,14,11,5,4,17,10,9,3,1,0,0,0,3.25
D1,2013-03-31,Wolfsburg,Nurnberg,2,2,D,2,0,H,9,18,4,6,20,18,7,5,3,0,0,0,2.0
D1,2013-04-05,Werder Bremen,Hoffenheim,2,2,D,2,0,H,18,13,3,5,23,15,4,2,3,3,0,0,2.1
D1,2013-04-05,Stuttgart,Greuther Furth,0,2,A,0,0,D,14,10,4,4,17,23,5,2,1,2,1,0,1.67
D1,2013-04-05,Nurnberg,Leverkusen,0,2,A,0,1,A,16,20,3,2,12,16,14,8,2,1,0,0,3.75
D1,2013-04-05,Hannover,Mainz,2,2,D,1,1,D,13,10,5,6,19,13,2,2,1,2,1,0,2.38
D1,2013-04-05,Ein Frankfurt,Fortuna Dusseldorf,3,1,H,1,0,H,17,6,7,2,18,15,5,7,1,2,0,0,1.8
D1,2013-04-05,Dortmund,Bayern Munich,1,1,D,1,1,D,11,6,3,2,18,15,6,1,1,4,0,1,3.1
D1,2013-04-10,Hannover,Hertha,1,1,D,1,0,H,14,10,5,2,18,21,8,9,3,3,0,0,2.25
D1,2013-04-13,Greuther Furth,Dortmund,1,6,A,0,5,A,9,15,3,9,12,11,1,5,0,1,0,0,7.5
D1,2013-04-13,Bayern Munich,Nurnberg,4,0,H,3,0,H,21,9,10,4,11,14,12,4,1,2,0,0,1.22
D1,2013-04-13,Fortuna Dusseldorf,Werder Bremen,2,2,D,1,1,D,8,16,3,4,20,24,3,1,1,3,0,0,2.8
D1,2013-04-13,Wolfsburg,Hoffenheim,2,2,D,1,1,D,13,10,5,5,24,24,2,4,2,1,0,0,2.2
D1,2013-04-13,Schalke 04,Leverkusen,2,2,D,0,1,A,16,18,9,8,11,14,7,7,2,3,0,1,2.25
D1,2013-04-13,Mainz,Hamburg,1,2,A,0,0,D,12,12,2,4,15,16,2,1,2,1,0,0,2.05
D1,2013-04-14,Stuttgart,M'gladbach,2,0,H,2,0,H,16,10,5,2,14,9,4,3,0,0,0,0,2.2
D1,2013-04-14,Augsburg,Ein Frankfurt,2,0,H,1,0,H,19,8,4,3,12,18,5,3,3,2,0,0,2.38
D1,2013-04-19,M'gladbach,Augsburg,1,0,H,1,0,H,23,11,5,2,18,14,6,5,4,1,0,1,2.3
D1,2013-04-20,Werder Bremen,Wolfsburg,0,3,A,0,2,A,8,8,3,5,18,16,6,3,3,1,0,0,2.0
D1,2013-04-20,Leverkusen,Hoffenheim,5,0,H,2,0,H,22,5,9,2,11,9,5,1,1,0,0,1,1.44
D1,2013-04-20,Hamburg,Fortuna Dusseldorf,2,1,H,2,1,H,17,12,4,5,21,19,5,3,2,3,0,0,1.83
D1,2013-04-20,Ein Frankfurt,Schalke 04,1,0,H,1,0,H,10,10,3,7,16,27,0,4,3,3,0,0,3.0
D1,2013-04-20,Dortmund,Mainz,2,0,H,1,0,H,22,5,7,0,12,16,8,4,3,3,0,0,1.44
D1,2013-04-20,Hannover,Bayern Munich,1,6,A,0,3,A,7,14,4,5,7,9,2,9,0,1,0,0,5.5
D1,2013-04-21,Nurnberg,Greuther Furth,0,1,A,0,1,A,23,15,8,3,12,25,14,4,4,5,0,0,1.75
D1,2013-04-21,Stuttgart,Freiburg,2,1,H,2,0,H,15,11,7,3,14,15,3,6,0,3,0,0,2.3
D1,2013-04-26,Greuther Furth,Hannover,2,3,A,1,1,D,20,8,8,4,13,13,6,5,1,5,0,0,2.3
D1,2013-04-27,Wolfsburg,M'gladbach,3,1,H,1,0,H,17,6,5,4,5,14,5,3,0,1,0,0,2.1
D1,2013-04-27,Hoffenheim,Nurnberg,2,1,H,2,0,H,23,8,11,2,13,21,4,3,2,2,0,0,2.0
D1,2013-04-27,Fortuna Dusseldorf,Dortmund,1,2,A,0,1,A,8,9,3,6,15,11,6,3,5,2,0,0,4.75
D1,2013-04-27,Bayern Munich,Freiburg,1,0,H,1,0,H,16,8,4,2,9,17,5,3,1,1,0,0,1.22
D1,2013-04-27,Augsburg,Stuttgart,3,0,H,0,0,D,22,7,7,3,15,13,9,4,4,4,0,0,2.25
D1,2013-04-27,Leverkusen,Werder Bremen,1,0,H,1,0,H,8,11,2,4,22,18,7,6,1,2,0,0,1.4
D1,2013-04-28,Mainz,Ein Frankfurt,0,0,D,0,0,D,14,8,2,3,14,15,7,7,0,2,0,0,2.05
D1,2013-04-28,Schalke 04,Hamburg,4,1,H,2,1,H,20,9,10,1,14,10,6,3,1,3,0,0,1.57
D1,2013-05-04,Hoffenheim,Fortuna Dusseldorf,3,0,H,1,0,H,17,15,8,4,23,16,3,3,3,3,0,0,2.0
D1,2013-05-05,Freiburg,Augsburg,2,0,H,1,0,H,17,19,10,6,15,19,5,8,3,2,0,0,1.91
D1,2013-05-05,Hamburg,Wolfsburg,1,1,D,1,0,H,15,19,8,8,16,19,4,9,3,2,0,0,2.2
D1,2013-05-10,Wolfsburg,Braunschweig,0,2,A,0,1,A,17,7,3,3,21,26,7,2,2,3,0,0,1.29
D1,2013-05-10,M'gladbach,Dortmund,2,0,H,0,0,D,6,27,3,8,8,9,1,9,2,2,0,1,5.0
D1,2013-05-10,Stuttgart,Werder Bremen,1,1,D,1,1,D,20,7,6,2,11,9,13,1,1,2,0,0,1.7
D1,2013-05-10,Schalke 04,Augsburg,4,1,H,2,1,H,13,10,6,3,9,10,2,3,1,3,0,1,1.73
D1,2013-05-10,Leverkusen,Bayern Munich,1,1,D,1,1,D,5,27,3,11,15,8,2,14,1,1,0,0,5.0
D1,2013-05-10,Mainz,Hoffenheim,2,2,D,0,2,A,17,14,8,5,23,16,7,1,2,2,0,0,2.25
D1,2013-05-18,Stuttgart,Mainz,2,2,D,2,2,D,10,15,3,3,17,13,5,5,2,0,0,0,2.05
D1,2013-05-18,Nurnberg,Werder Bremen,3,2,H,0,1,A,16,18,5,4,16,12,3,2,2,0,0,0,2.5
D1,2013-05-18,M'gladbach,Bayern Munich,3,4,A,3,2,H,11,26,5,13,7,7,1,10,0,0,0,0,7.0
D1,2013-05-18,Hannover,Fortuna Dusseldorf,3,0,H,1,0,H,15,13,6,2,15,14,7,4,1,3,0,0,2.3
D1,2013-05-18,Hamburg,Leverkusen,0,1,A,0,0,D,13,15,1,7,17,13,2,6,4,2,0,0,3.0
D1,2013-05-18,Freiburg,Schalke 04,1,2,A,0,1,A,14,12,3,3,16,14,5,2,2,1,0,0,2.75
D1,2013-05-18,Ein Frankfurt,Wolfsburg,2,2,D,1,2,A,11,14,3,4,18,13,6,9,3,1,0,1,2.0
D1,2013-05-18,Augsburg,Greuther Furth,3,1,H,1,0,H,16,6,5,2,19,22,8,3,2,3,0,0,1.5
D1,2013-05-18,Dortmund,Hoffenheim,1,2,A,1,0,H,21,9,8,5,13,20,3,0,1,4,1,0,1.33
D1,2013-06-04,Werder Bremen,Schalke 04,0,2,A,0,0,D,9,17,5,9,14,17,9,5,1,1,0,0,2.6
D1,2013-06-04,M'gladbach,Greuther Furth,1,0,H,0,0,D,19,20,6,8,10,16,2,6,0,2,0,1,1.62
D1,2013-06-04,Leverkusen,Wolfsburg,1,1,D,1,0,H,14,11,7,2,15,13,5,4,2,3,0,0,1.5
D1,2013-06-04,Hamburg,Freiburg,0,1,A,0,0,D,13,8,5,3,15,12,6,1,2,0,0,0,2.3
D1,2013-06-04,Ein Frankfurt,Bayern Munich,0,1,A,0,0,D,13,15,4,5,16,11,7,9,1,2,0,0,6.0
D1,2013-06-04,Dortmund,Augsburg,4,2,H,1,2,A,13,12,7,8,12,21,4,7,1,4,0,0,1.3
D1,2013-06-10,Freiburg,Ein Frankfurt,1,1,D,0,0,D,13,11,4,5,12,20,7,10,3,2,0,1,2.7
D1,2013-06-10,Nurnberg,Hamburg,0,5,A,0,1,A,7,16,2,13,16,15,5,4,1,0,0,0,2.38
D1,2013-06-12,Nurnberg,Mainz,1,1,D,1,0,H,16,12,5,4,6,11,14,3,1,2,0,1,2.6
D1,2013-07-04,Hannover,Stuttgart,0,0,D,0,0,D,13,14,1,6,22,9,6,6,0,0,0,0,2.3
D1,2013-07-04,Nurnberg,Mainz,2,1,H,0,0,D,5,12,4,3,16,12,2,6,2,1,0,0,2.4
D1,2013-07-12,M'gladbach,Schalke 04,2,1,H,2,1,H,19,9,8,3,11,17,8,1,1,3,0,1,2.25
D1,2013-07-12,Stuttgart,Hannover,4,2,H,2,2,D,13,14,8,4,15,20,3,3,1,2,0,0,2.0
D1,2013-07-12,Werder Bremen,Bayern Munich,0,7,A,0,3,A,6,17,2,10,13,15,2,7,4,2,0,0,12.0
D1,2013-07-12,Hamburg,Augsburg,0,1,A,0,1,A,8,16,5,6,17,17,7,11,2,1,0,0,2.05
D1,2013-07-12,Dortmund,Leverkusen,0,1,A,0,1,A,13,7,5,4,18,25,3,4,1,4,1,1,1.5
D1,2013-07-12,Ein Frankfurt,Hoffenheim,1,2,A,0,0,D,13,11,7,4,21,27,4,4,5,2,0,0,2.1
D1,2013-08-03,Augsburg,Nurnberg,1,2,A,1,1,D,12,6,3,2,24,21,3,2,4,2,0,0,2.1
D1,2013-08-11,Hannover,Braunschweig,0,0,D,0,0,D,19,8,6,1,27,16,6,2,1,1,0,0,1.62
D1,2013-08-12,Braunschweig,Hertha,0,2,A,0,1,A,13,16,2,6,18,22,8,2,2,4,1,0,3.5
D1,2013-08-12,Freiburg,Wolfsburg,0,3,A,0,2,A,13,17,2,7,11,16,4,7,0,1,0,0,3.75
D1,2013-08-17,Freiburg,Mainz,1,2,A,0,0,D,9,12,3,8,17,7,2,4,0,3,0,0,2.25
D1,2013-08-17,Wolfsburg,Schalke 04,4,0,H,0,0,D,20,6,8,2,18,16,11,3,0,2,0,0,2.88
D1,2013-08-17,Werder Bremen,Augsburg,1,0,H,1,0,H,5,20,2,4,16,14,3,7,3,4,0,0,1.91
D1,2013-08-17,Ein Frankfurt,Bayern Munich,0,1,A,0,1,A,9,15,3,7,9,17,6,5,1,1,0,0,10.0
D1,2013-08-17,Stuttgart,Leverkusen,0,1,A,0,1,A,17,13,3,3,13,15,10,3,3,2,0,0,3.5
D1,2013-08-17,M'gladbach,Hannover,3,0,H,1,0,H,17,16,8,4,9,19,1,3,1,4,0,0,1.83
D1,2013-08-17,Hamburg,Hoffenheim,1,5,A,1,1,D,8,18,4,7,15,22,2,4,2,2,0,0,2.0
D1,2013-08-18,Dortmund,Braunschweig,2,1,H,0,0,D,24,8,6,3,8,12,4,3,0,1,0,0,1.17
D1,2013-08-18,Nurnberg,Hertha,2,2,D,1,0,H,11,12,5,5,16,17,4,5,5,2,0,0,2.3
D1,2013-08-23,Dortmund,Werder Bremen,1,0,H,0,0,D,32,7,8,1,14,13,7,2,0,0,0,0,1.2
D1,2013-08-24,Mainz,Wolfsburg,2,0,H,0,0,D,12,16,4,6,16,15,2,5,3,1,0,1,2.63
D1,2013-08-24,Leverkusen,M'gladbach,4,2,H,2,0,H,19,10,11,3,10,14,7,3,0,1,0,0,1.67
D1,2013-08-24,Hoffenheim,Freiburg,3,3,D,2,2,D,13,11,5,6,15,22,2,4,1,3,1,3,1.75
D1,2013-08-24,Hertha,Hamburg,1,0,H,0,0,D,16,15,5,7,16,18,6,9,1,4,0,0,1.91
D1,2013-08-24,Hannover,Schalke 04,2,1,H,2,0,H,14,8,6,2,19,23,7,1,2,0,1,2,2.63
D1,2013-08-24,Bayern Munich,Nurnberg,2,0,H,0,0,D,26,5,9,1,13,8,10,1,3,1,0,0,1.1
D1,2013-08-25,Braunschweig,Ein Frankfurt,0,2,A,0,0,D,9,20,4,4,12,18,2,8,2,1,0,0,2.7
D1,2013-08-25,Augsburg,Stuttgart,2,1,H,2,1,H,17,9,5,2,19,18,9,7,2,3,0,1,2.3
D1,2013-08-27,Freiburg,Bayern Munich,1,1,D,0,1,A,8,17,3,8,17,10,3,6,2,1,0,0,13.0
D1,2013-08-31,Wolfsburg,Hertha,2,0,H,2,0,H,18,8,6,4,16,15,2,2,1,2,0,0,1.91
D1,2013-08-31,Hannover,Mainz,4,1,H,2,1,H,16,13,5,2,19,10,5,3,3,1,0,0,2.4
D1,2013-08-31,M'gladbach,Werder Bremen,4,1,H,1,0,H,20,10,8,2,13,13,1,5,3,0,0,0,1.75
D1,2013-08-31,Nurnberg,Augsburg,0,1,A,0,0,D,7,24,1,7,10,18,2,12,4,2,1,0,2.5
D1,2013-08-31,Schalke 04,Leverkusen,2,0,H,1,0,H,12,11,3,1,14,18,2,6,0,3,0,0,3.2
D1,2013-08-31,Hamburg,Braunschweig,4,0,H,2,0,H,26,17,13,5,19,21,7,2,1,4,0,0,1.75
D1,2013-09-02,Ein Frankfurt,Nurnberg,0,0,D,0,0,D,9,11,2,6,17,20,5,6,2,3,0,0,1.83
D1,2013-09-02,Greuther Furth,Wolfsburg,0,1,A,0,1,A,16,10,3,2,22,23,10,5,3,3,0,0,2.88
D1,2013-09-02,Hannover,Hoffenheim,1,0,H,1,0,H,7,16,3,9,21,20,5,10,2,2,0,0,2.2
D1,2013-09-02,M'gladbach,Leverkusen,3,3,D,1,0,H,10,23,5,10,12,11,5,11,0,1,0,0,3.1
