269,D2,2019-04-21,Heidenheim,St Pauli,3,0,H,3,0,H,21,5,6,3,8,11,7,2,0,2,0,1,,0
270,D2,2019-04-26,FC Koln,Darmstadt,1,2,A,0,1,A,27,9,12,4,13,11,15,4,1,3,0,0,,0
271,D2,2019-04-26,Ingolstadt,Dresden,1,0,H,0,0,D,18,15,5,2,18,16,6,6,3,2,0,0,,0
275,D2,2019-04-28,Union Berlin,Hamburg,2,0,H,0,0,D,12,7,3,4,14,14,9,3,2,2,0,0,,0
276,D2,2019-04-28,Erzgebirge Aue,Bochum,3,2,H,2,1,H,13,13,4,5,17,16,2,2,2,2,0,0,,0
277,D2,2019-04-28,Paderborn,Heidenheim,3,1,H,0,0,D,16,16,5,5,12,11,6,6,1,0,0,0,,0
279,D2,2019-05-03,Dresden,St Pauli,2,1,H,1,0,H,11,10,5,6,15,16,5,5,2,3,0,0,,0
280,D2,2019-05-03,Bielefeld,Paderborn,2,0,H,1,0,H,17,10,6,4,11,11,5,2,5,3,0,0,,0
284,D2,2019-05-05,Darmstadt,Union Berlin,2,1,H,0,0,D,9,21,3,8,14,14,1,6,1,1,0,0,,0
286,D2,2019-05-05,Regensburg,Erzgebirge Aue,1,3,A,0,0,D,15,11,4,5,19,12,4,1,4,1,1,0,,0
288,D2,2019-05-12,FC Koln,Regensburg,3,5,A,0,3,A,17,27,7,7,15,17,6,6,5,2,1,0,,0
289,D2,2019-05-12,Holstein Kiel,Dresden,3,0,H,1,0,H,12,4,5,0,18,19,6,2,1,0,0,0,,0
290,D2,2019-05-12,Ingolstadt,Darmstadt,3,0,H,2,0,H,10,11,4,0,15,13,3,5,2,3,0,0,,0
291,D2,2019-05-12,Paderborn,Hamburg,4,1,H,1,0,H,20,15,11,4,12,19,5,9,1,4,0,0,,0
292,D2,2019-05-12,Sandhausen,Bielefeld,0,3,A,0,2,A,12,6,2,3,16,6,1,6,0,2,0,0,,0
293,D2,2019-05-12,St Pauli,Bochum,0,0,D,0,0,D,12,10,3,4,16,8,8,4,0,1,0,0,,0
294,D2,2019-05-12,Union Berlin,Magdeburg,3,0,H,2,0,H,14,12,7,1,22,16,3,5,1,1,0,0,,0
295,D2,2019-05-12,Duisburg,Heidenheim,3,4,A,1,2,A,21,22,9,8,15,10,7,5,2,2,0,0,,0
296,D2,2019-05-12,Erzgebirge Aue,Greuther Furth,1,1,D,1,1,D,9,12,2,3,13,11,2,8,2,1,0,0,,0
297,D2,2019-05-19,Magdeburg,FC Koln,1,1,D,0,1,A,12,17,4,5,10,7,4,2,2,2,0,0,,0
298,D2,2019-05-19,Heidenheim,Ingolstadt,4,2,H,2,0,H,17,17,10,5,12,9,5,9,1,2,1,0,,0
299,D2,2019-05-19,Hamburg,Duisburg,3,0,H,1,0,H,22,8,8,5,6,11,12,4,0,2,0,0,,0
300,D2,2019-05-19,Bochum,Union Berlin,2,2,D,1,0,H,8,26,2,8,18,22,2,7,4,3,1,0,,0
301,D2,2019-05-19,Dresden,Paderborn,3,1,H,2,1,H,12,21,5,5,10,14,8,11,0,0,0,0,,0
302,D2,2019-05-19,Darmstadt,Erzgebirge Aue,1,0,H,1,0,H,9,14,4,7,12,15,2,0,2,1,0,0,,0
303,D2,2019-05-19,Bielefeld,Holstein Kiel,1,0,H,0,0,D,20,16,6,1,9,15,8,6,1,1,0,0,,0
304,D2,2019-05-19,Greuther Furth,St Pauli,2,1,H,0,0,D,22,9,5,2,16,15,3,3,5,3,0,1,,0
307,D2,2019-07-27,Osnabruck,Heidenheim,1,3,A,0,0,D,9,9,2,6,12,13,6,6,2,1,1,0,,14:30
309,D2,2019-07-27,Dresden,Nurnberg,0,1,A,0,0,D,16,5,3,2,16,9,12,1,2,2,0,0,,12:00
310,D2,2019-07-28,Regensburg,Bochum,3,1,H,1,0,H,17,16,6,4,13,9,5,3,2,2,0,0,,14:30
311,D2,2019-07-28,Wehen,Karlsruhe,1,2,A,0,1,A,16,12,4,4,9,17,5,4,2,2,0,0,,14:30
312,D2,2019-07-28,Greuther Furth,Erzgebirge Aue,0,2,A,0,1,A,23,12,7,7,9,17,9,2,1,4,0,0,,14:30
313,D2,2019-07-28,Hamburg,Darmstadt,1,1,D,0,0,D,24,8,7,4,12,15,7,2,2,4,0,0,,12:30
315,D2,2019-08-02,Bochum,Bielefeld,3,3,D,0,0,D,19,15,8,7,9,17,4,5,3,2,0,0,,17:30
316,D2,2019-08-02,Sandhausen,Osnabruck,0,1,A,0,0,D,13,18,4,4,15,8,5,2,4,1,0,0,,17:30
317,D2,2019-08-02,St Pauli,Greuther Furth,1,3,A,1,2,A,15,6,5,5,9,16,7,1,0,1,0,0,,19:30
324,D2,2019-08-16,Hamburg,Bochum,1,0,H,0,0,D,14,7,6,0,8,16,14,0,1,1,0,0,,17:30
325,D2,2019-08-16,Sandhausen,Nurnberg,3,2,H,2,1,H,15,11,6,6,14,16,3,6,3,3,0,0,,17:30
326,D2,2019-08-17,Stuttgart,St Pauli,2,1,H,0,1,A,17,15,5,2,11,17,4,9,0,2,0,0,,12:00
327,D2,2019-08-17,Bielefeld,Erzgebirge Aue,3,1,H,1,0,H,14,12,5,8,17,16,9,1,1,3,0,0,,12:00
333,D2,2019-08-23,Darmstadt,Dresden,0,0,D,0,0,D,11,11,2,2,10,16,4,4,2,2,0,0,,17:30
334,D2,2019-08-23,Erzgebirge Aue,Stuttgart,0,0,D,0,0,D,10,12,0,5,12,9,2,7,1,6,0,1,,17:30
342,D2,2019-08-30,Nurnberg,Heidenheim,2,2,D,1,0,H,27,8,7,2,9,9,8,7,2,3,0,0,,17:30
343,D2,2019-08-30,Sandhausen,Darmstadt,1,0,H,0,0,D,16,16,5,3,20,12,7,7,2,5,0,1,,17:30
344,D2,2019-08-31,Wehen,Regensburg,0,5,A,0,2,A,11,14,2,9,12,8,7,5,1,0,0,0,,12:00
346,D2,2019-08-31,Bielefeld,Greuther Furth,2,2,D,1,2,A,19,13,6,5,13,13,10,3,0,3,0,0,,12:00
347,D2,2019-09-01,Holstein Kiel,Erzgebirge Aue,1,1,D,0,0,D,12,21,3,6,10,12,6,8,3,3,0,0,,12:30
348,D2,2019-09-01,Osnabruck,Karlsruhe,3,0,H,1,0,H,20,10,7,3,19,16,8,6,2,3,0,0,,12:30
349,D2,2019-09-01,Hamburg,Hannover,3,0,H,1,0,H,20,9,8,4,11,19,4,3,0,0,0,0,,12:30
356,D2,2019-09-15,Darmstadt,Nurnberg,3,3,D,1,2,A,12,26,6,7,19,10,5,8,1,1,0,0,,12:30
357,D2,2019-09-15,Bochum,Dresden,2,2,D,0,0,D,23,7,7,5,11,15,7,1,2,3,0,0,,12:30
362,D2,2019-09-21,Wehen,Bielefeld,2,5,A,1,3,A,11,10,6,8,13,11,4,2,2,2,1,0,,12:00
363,D2,2019-09-21,Nurnberg,Karlsruhe,1,1,D,1,1,D,16,13,7,3,12,13,1,8,0,0,0,0,,12:00
364,D2,2019-09-21,Sandhausen,Bochum,1,1,D,0,0,D,20,14,6,5,15,12,5,6,1,4,0,0,,12:00
365,D2,2019-09-21,Stuttgart,Greuther Furth,2,0,H,1,0,H,16,15,5,3,20,16,3,3,1,4,0,0,,12:00
374,D2,2019-09-29,Erzgebirge Aue,Dresden,4,1,H,3,1,H,12,9,7,2,14,10,5,11,3,2,0,0,,12:30
375,D2,2019-09-29,Greuther Furth,Holstein Kiel,0,3,A,0,1,A,6,18,2,9,14,13,3,5,1,1,0,0,,12:30
